iso3,month,year,population_density,life_expectancy,positive_rate
MKD,4,2021,82.6,75.8,0.252
MKD,5,2021,82.6,75.8,0.0552
MKD,6,2021,82.6,75.8,0.006
MKD,7,2021,82.6,75.8,0.0059
MKD,8,2021,82.6,75.8,0.1084
MKD,9,2021,82.6,75.8,0.1306
MKD,10,2021,82.6,75.8,0.1148
MKD,11,2021,82.6,75.8,0.1516
MKD,12,2021,82.6,75.8,0.12
NOR,1,2020,,82.4,
NOR,2,2020,14.462,82.4,
NOR,3,2020,14.462,82.4,
NOR,4,2020,14.462,82.4,0.037
NOR,5,2020,14.462,82.4,0.0065
NOR,6,2020,14.462,82.4,0.0045
NOR,7,2020,14.462,82.4,0.002
NOR,8,2020,14.462,82.4,0.005
NOR,9,2020,14.462,82.4,0.008
NOR,10,2020,14.462,82.4,0.014
NOR,11,2020,14.462,82.4,0.028
NOR,12,2020,14.462,82.4,0.024
NOR,1,2021,14.462,82.4,0.024
NOR,2,2021,14.462,82.4,0.0185
NOR,3,2021,14.462,82.4,0.03
NOR,4,2021,14.462,82.4,0.0285
NOR,5,2021,14.462,82.4,0.023
NOR,6,2021,14.462,82.4,0.013
NOR,7,2021,14.462,82.4,0.015
NOR,8,2021,14.462,82.4,0.034
NOR,9,2021,14.462,82.4,0.045
NOR,10,2021,14.462,82.4,0.063
NOR,11,2021,14.462,82.4,0.1315
NOR,12,2021,14.462,82.4,0.173
OMN,1,2020,,77.9,
OMN,2,2020,14.98,77.9,
OMN,3,2020,14.98,77.9,
OMN,4,2020,14.98,77.9,
OMN,5,2020,14.98,77.9,
OMN,6,2020,14.98,77.9,
OMN,7,2020,14.98,77.9,
OMN,8,2020,14.98,77.9,
OMN,9,2020,14.98,77.9,
OMN,10,2020,14.98,77.9,
OMN,11,2020,14.98,77.9,
OMN,12,2020,14.98,77.9,
OMN,1,2021,14.98,77.9,
OMN,2,2021,14.98,77.9,
OMN,3,2021,14.98,77.9,
OMN,4,2021,14.98,77.9,
OMN,5,2021,14.98,77.9,
OMN,6,2021,14.98,77.9,
OMN,7,2021,14.98,77.9,
OMN,8,2021,14.98,77.9,
OMN,9,2021,14.98,77.9,
OMN,10,2021,14.98,77.9,
OMN,11,2021,14.98,77.9,
OMN,12,2021,14.98,77.9,
PAK,1,2020,,67.3,
PAK,2,2020,255.573,67.3,
PAK,3,2020,255.573,67.3,0.1573
PAK,4,2020,255.573,67.3,0.0865
PAK,5,2020,255.573,67.3,0.1311
PAK,6,2020,255.573,67.3,0.21265
PAK,7,2020,255.573,67.3,0.0965
PAK,8,2020,255.573,67.3,0.0307
PAK,9,2020,255.573,67.3,0.01855
PAK,10,2020,255.573,67.3,0.02
PAK,11,2020,255.573,67.3,0.0593
PAK,12,2020,255.573,67.3,0.071
PAK,1,2021,255.573,67.3,0.0574
PAK,2,2021,255.573,67.3,0.03425
PAK,3,2021,255.573,67.3,0.0601
PAK,4,2021,255.573,67.3,0.09705
PAK,5,2021,255.573,67.3,0.0788
PAK,6,2021,255.573,67.3,0.0284
PAK,7,2021,255.573,67.3,0.0448
PAK,8,2021,255.573,67.3,0.0752
PAK,9,2021,255.573,67.3,0.05325
PAK,10,2021,255.573,67.3,0.0201
PAK,11,2021,255.573,67.3,0.0093
PAK,12,2021,255.573,67.3,0.0073
PLW,1,2020,,73.9,
PLW,2,2020,,73.9,
PLW,3,2020,,73.9,
PLW,4,2020,,73.9,
PLW,5,2020,,73.9,
PLW,6,2020,,73.9,
PLW,7,2020,,73.9,
PLW,8,2020,,73.9,
PLW,9,2020,,73.9,
PLW,10,2020,,73.9,
PLW,11,2020,,73.9,
PLW,12,2020,,73.9,
PLW,1,2021,,73.9,
PLW,2,2021,,73.9,
PLW,3,2021,,73.9,
PLW,4,2021,,73.9,
PLW,5,2021,,73.9,
PLW,6,2021,,73.9,
PLW,7,2021,,73.9,
PLW,8,2021,47.237,73.9,
PLW,9,2021,47.237,73.9,
PLW,10,2021,47.237,73.9,
PLW,11,2021,47.237,73.9,
PLW,12,2021,47.237,73.9,
PAN,1,2020,,78.5,
PAN,2,2020,,78.5,
PAN,3,2020,55.133,78.5,0.1229
PAN,4,2020,55.133,78.5,0.24385
PAN,5,2020,55.133,78.5,0.1748
PAN,6,2020,55.133,78.5,0.32055
PAN,7,2020,55.133,78.5,0.3389
PAN,8,2020,55.133,78.5,0.3247
PAN,9,2020,55.133,78.5,0.13655
PAN,10,2020,55.133,78.5,0.1183
PAN,11,2020,55.133,78.5,0.13145
PAN,12,2020,55.133,78.5,0.1842
PAN,1,2021,55.133,78.5,0.2043
PAN,2,2021,55.133,78.5,0.09035
PAN,3,2021,55.133,78.5,0.0556
PAN,4,2021,55.133,78.5,0.0392
PAN,5,2021,55.133,78.5,0.0527
PAN,6,2021,55.133,78.5,0.07125
PAN,7,2021,55.133,78.5,0.0853
PAN,8,2021,55.133,78.5,0.0751
PAN,9,2021,55.133,78.5,0.0476
PAN,10,2021,55.133,78.5,0.0308
PAN,11,2021,55.133,78.5,0.0312
PAN,12,2021,55.133,78.5,0.0434
PNG,1,2020,,64.5,
PNG,2,2020,,64.5,
PNG,3,2020,18.22,64.5,
PNG,4,2020,18.22,64.5,
PNG,5,2020,18.22,64.5,
PNG,6,2020,18.22,64.5,
PNG,7,2020,18.22,64.5,
PNG,8,2020,18.22,64.5,
PNG,9,2020,18.22,64.5,
PNG,10,2020,18.22,64.5,
PNG,11,2020,18.22,64.5,
PNG,12,2020,18.22,64.5,
PNG,1,2021,18.22,64.5,
PNG,2,2021,18.22,64.5,
PNG,3,2021,18.22,64.5,
PNG,4,2021,18.22,64.5,
PNG,5,2021,18.22,64.5,
PNG,6,2021,18.22,64.5,
PNG,7,2021,18.22,64.5,
PNG,8,2021,18.22,64.5,
PNG,9,2021,18.22,64.5,
PNG,10,2021,18.22,64.5,
PNG,11,2021,18.22,64.5,
PNG,12,2021,18.22,64.5,
PRY,1,2020,,74.3,
PRY,2,2020,,74.3,
PRY,3,2020,17.144,74.3,0.0681
PRY,4,2020,17.144,74.3,0.02605
PRY,5,2020,17.144,74.3,0.0239
PRY,6,2020,17.144,74.3,0.018
PRY,7,2020,17.144,74.3,0.055
PRY,8,2020,17.144,74.3,0.1785
PRY,9,2020,17.144,74.3,0.26725
PRY,10,2020,17.144,74.3,0.2588
PRY,11,2020,17.144,74.3,0.23165
PRY,12,2020,17.144,74.3,0.2253
PRY,1,2021,17.144,74.3,0.2651
PRY,2,2021,17.144,74.3,0.24605
PRY,3,2021,17.144,74.3,0.3514
PRY,4,2021,17.144,74.3,0.34725
PRY,5,2021,17.144,74.3,0.3692
PRY,6,2021,17.144,74.3,0.2984
PRY,7,2021,17.144,74.3,0.2026
PRY,8,2021,17.144,74.3,0.0638
PRY,9,2021,17.144,74.3,0.0237
PRY,10,2021,17.144,74.3,0.017
PRY,11,2021,17.144,74.3,0.02655
PRY,12,2021,17.144,74.3,0.0368
PER,1,2020,,76.7,
PER,2,2020,,76.7,
PER,3,2020,25.129,76.7,
PER,4,2020,25.129,76.7,0.108
PER,5,2020,25.129,76.7,0.168
PER,6,2020,25.129,76.7,0.196
PER,7,2020,25.129,76.7,0.179
PER,8,2020,25.129,76.7,0.28
PER,9,2020,25.129,76.7,0.242
PER,10,2020,25.129,76.7,0.128
PER,11,2020,25.129,76.7,0.111
PER,12,2020,25.129,76.7,0.112
PER,1,2021,25.129,76.7,0.144
PER,2,2021,25.129,76.7,0.151
PER,3,2021,25.129,76.7,0.128
PER,4,2021,25.129,76.7,0.136
PER,5,2021,25.129,76.7,0.095
PER,6,2021,25.129,76.7,0.08
PER,7,2021,25.129,76.7,0.042
PER,8,2021,25.129,76.7,0.031
PER,9,2021,25.129,76.7,0.023
PER,10,2021,25.129,76.7,0.022
PER,11,2021,25.129,76.7,0.025
PER,12,2021,25.129,76.7,0.035
PHL,1,2020,351.873,71.2,
PHL,2,2020,351.873,71.2,
PHL,3,2020,351.873,71.2,
PHL,4,2020,351.873,71.2,0.0777
PHL,5,2020,351.873,71.2,0.034
PHL,6,2020,351.873,71.2,0.055
PHL,7,2020,351.873,71.2,0.07
PHL,8,2020,351.873,71.2,0.1224
PHL,9,2020,351.873,71.2,0.08705
PHL,10,2020,351.873,71.2,0.072
PHL,11,2020,351.873,71.2,0.05655
PHL,12,2020,351.873,71.2,0.0465
PHL,1,2021,351.873,71.2,0.0515
PHL,2,2021,351.873,71.2,0.0534
PHL,3,2021,351.873,71.2,0.1047
PHL,4,2021,351.873,71.2,0.187
PHL,5,2021,351.873,71.2,0.1252
PHL,6,2021,351.873,71.2,0.1266
PHL,7,2021,351.873,71.2,0.1108
PHL,8,2021,351.873,71.2,0.2091
PHL,9,2021,351.873,71.2,0.2504
PHL,10,2021,351.873,71.2,0.1557
PHL,11,2021,351.873,71.2,0.0448
PHL,12,2021,351.873,71.2,0.01045
POL,1,2020,,78.7,
POL,2,2020,,78.7,
POL,3,2020,124.027,78.7,
POL,4,2020,124.027,78.7,
POL,5,2020,124.027,78.7,0.0206
POL,6,2020,124.027,78.7,0.01935
POL,7,2020,124.027,78.7,0.0167
POL,8,2020,124.027,78.7,0.0321
POL,9,2020,124.027,78.7,0.03055
POL,10,2020,124.027,78.7,0.1489
POL,11,2020,124.027,78.7,0.44805
POL,12,2020,124.027,78.7,0.3337
POL,1,2021,124.027,78.7,0.1417
POL,2,2021,124.027,78.7,0.13665
POL,3,2021,124.027,78.7,0.2727
POL,4,2021,124.027,78.7,0.221
POL,5,2021,124.027,78.7,0.0546
POL,6,2021,124.027,78.7,0.0053
POL,7,2021,124.027,78.7,0.0023
POL,8,2021,124.027,78.7,0.0047
POL,9,2021,124.027,78.7,0.0143
POL,10,2021,124.027,78.7,0.0624
POL,11,2021,124.027,78.7,0.22635
POL,12,2021,124.027,78.7,0.2309
PRT,1,2020,,82.1,
PRT,2,2020,,82.1,
PRT,3,2020,112.371,82.1,0.0636
PRT,4,2020,112.371,82.1,0.0684
PRT,5,2020,112.371,82.1,0.01765
PRT,6,2020,112.371,82.1,0.02775
PRT,7,2020,112.371,82.1,0.0236
PRT,8,2020,112.371,82.1,0.0148
PRT,9,2020,112.371,82.1,0.0305
PRT,10,2020,112.371,82.1,0.0647
PRT,11,2020,112.371,82.1,0.13705
PRT,12,2020,112.371,82.1,0.1122
PRT,1,2021,112.371,82.1,0.1756
PRT,2,2021,112.371,82.1,0.0897
PRT,3,2021,112.371,82.1,0.0203
PRT,4,2021,112.371,82.1,0.01175
PRT,5,2021,112.371,82.1,0.0101
PRT,6,2021,112.371,82.1,0.0187
PRT,7,2021,112.371,82.1,0.0454
PRT,8,2021,112.371,82.1,0.0406
PRT,9,2021,112.371,82.1,0.0181
PRT,10,2021,112.371,82.1,0.0143
PRT,11,2021,112.371,82.1,0.0383
PRT,12,2021,112.371,82.1,0.031
QAT,1,2020,,80.2,
QAT,2,2020,227.322,80.2,
QAT,3,2020,227.322,80.2,
QAT,4,2020,227.322,80.2,
QAT,5,2020,227.322,80.2,
QAT,6,2020,227.322,80.2,
QAT,7,2020,227.322,80.2,
QAT,8,2020,227.322,80.2,
QAT,9,2020,227.322,80.2,
QAT,10,2020,227.322,80.2,
QAT,11,2020,227.322,80.2,
QAT,12,2020,227.322,80.2,
QAT,1,2021,227.322,80.2,
QAT,2,2021,227.322,80.2,
QAT,3,2021,227.322,80.2,
QAT,4,2021,227.322,80.2,
QAT,5,2021,227.322,80.2,
QAT,6,2021,227.322,80.2,
QAT,7,2021,227.322,80.2,
QAT,8,2021,227.322,80.2,
QAT,9,2021,227.322,80.2,
QAT,10,2021,227.322,80.2,
QAT,11,2021,227.322,80.2,
QAT,12,2021,227.322,80.2,
KOR,1,2020,527.967,83,
KOR,2,2020,527.967,83,0.029
KOR,3,2020,527.967,83,0.0122
KOR,4,2020,527.967,83,0.0043
KOR,5,2020,527.967,83,0.002
KOR,6,2020,527.967,83,0.00365
KOR,7,2020,527.967,83,0.0051
KOR,8,2020,527.967,83,0.0156
KOR,9,2020,527.967,83,0.00955
KOR,10,2020,527.967,83,0.009
KOR,11,2020,527.967,83,0.01485
KOR,12,2020,527.967,83,0.0239
KOR,1,2021,527.967,83,0.0073
KOR,2,2021,527.967,83,0.00625
KOR,3,2021,527.967,83,0.007
KOR,4,2021,527.967,83,0.00855
KOR,5,2021,527.967,83,0.0086
KOR,6,2021,527.967,83,0.00845
KOR,7,2021,527.967,83,0.0123
KOR,8,2021,527.967,83,0.0124
KOR,9,2021,527.967,83,0.0128
KOR,10,2021,527.967,83,0.0131
KOR,11,2021,527.967,83,0.01705
KOR,12,2021,527.967,83,0.025
MDA,1,2020,,71.9,
MDA,2,2020,,71.9,
MDA,3,2020,123.655,71.9,
MDA,4,2020,123.655,71.9,
MDA,5,2020,123.655,71.9,
MDA,6,2020,123.655,71.9,
MDA,7,2020,123.655,71.9,
MDA,8,2020,123.655,71.9,
MDA,9,2020,123.655,71.9,
MDA,10,2020,123.655,71.9,
MDA,11,2020,123.655,71.9,0.3457
MDA,12,2020,123.655,71.9,0.4127
MDA,1,2021,123.655,71.9,0.2142
MDA,2,2021,123.655,71.9,0.26645
MDA,3,2021,123.655,71.9,0.3417
MDA,4,2021,123.655,71.9,0.14665
MDA,5,2021,123.655,71.9,0.0392
MDA,6,2021,123.655,71.9,0.01015
MDA,7,2021,123.655,71.9,0.0155
MDA,8,2021,123.655,71.9,0.0365
MDA,9,2021,123.655,71.9,0.1174
MDA,10,2021,123.655,71.9,0.1885
MDA,11,2021,123.655,71.9,0.1468
MDA,12,2021,123.655,71.9,0.0713
ROU,1,2020,,76.1,
ROU,2,2020,85.129,76.1,
ROU,3,2020,85.129,76.1,0.072
ROU,4,2020,85.129,76.1,0.08945
ROU,5,2020,85.129,76.1,0.0283
ROU,6,2020,85.129,76.1,0.02675
ROU,7,2020,85.129,76.1,0.044
ROU,8,2020,85.129,76.1,0.0607
ROU,9,2020,85.129,76.1,0.0618
ROU,10,2020,85.129,76.1,0.1363
ROU,11,2020,85.129,76.1,0.2693
ROU,12,2020,85.129,76.1,0.2196
ROU,1,2021,85.129,76.1,0.1299
ROU,2,2021,85.129,76.1,0.0929
ROU,3,2021,85.129,76.1,0.1395
ROU,4,2021,85.129,76.1,0.11925
ROU,5,2021,85.129,76.1,0.0262
ROU,6,2021,85.129,76.1,0.0041
ROU,7,2021,85.129,76.1,0.0023
ROU,8,2021,85.129,76.1,0.0114
ROU,9,2021,85.129,76.1,0.0731
ROU,10,2021,85.129,76.1,0.2175
ROU,11,2021,85.129,76.1,0.1032
ROU,12,2021,85.129,76.1,0.0238
RUS,1,2020,8.823,72.6,
RUS,2,2020,8.823,72.6,
RUS,3,2020,8.823,72.6,0.0042
RUS,4,2020,8.823,72.6,0.02725
RUS,5,2020,8.823,72.6,0.0424
RUS,6,2020,8.823,72.6,0.02815
RUS,7,2020,8.823,72.6,0.023
RUS,8,2020,8.823,72.6,0.0184
RUS,9,2020,8.823,72.6,0.01755
RUS,10,2020,8.823,72.6,0.0307
RUS,11,2020,8.823,72.6,0.0384
RUS,12,2020,8.823,72.6,0.0575
RUS,1,2021,8.823,72.6,0.0561
RUS,2,2021,8.823,72.6,0.04425
RUS,3,2021,8.823,72.6,0.0315
RUS,4,2021,8.823,72.6,0.0289
RUS,5,2021,8.823,72.6,0.0285
RUS,6,2021,8.823,72.6,0.0374
RUS,7,2021,8.823,72.6,0.0475
RUS,8,2021,8.823,72.6,0.048
RUS,9,2021,8.823,72.6,0.0453
RUS,10,2021,8.823,72.6,0.0544
RUS,11,2021,8.823,72.6,0.06815
RUS,12,2021,8.823,72.6,0.0567
RWA,1,2020,,69,
RWA,2,2020,,69,
RWA,3,2020,494.869,69,
RWA,4,2020,494.869,69,0.0043
RWA,5,2020,494.869,69,0.0035
RWA,6,2020,494.869,69,0.0079
RWA,7,2020,494.869,69,0.0088
RWA,8,2020,494.869,69,0.0093
RWA,9,2020,494.869,69,0.0095
RWA,10,2020,494.869,69,0.0048
RWA,11,2020,494.869,69,0.0114
RWA,12,2020,494.869,69,0.0232
RWA,1,2021,494.869,69,0.0514
RWA,2,2021,494.869,69,0.0277
RWA,3,2021,494.869,69,0.0248
RWA,4,2021,494.869,69,0.0209
RWA,5,2021,494.869,69,0.0171
RWA,6,2021,494.869,69,0.0427
RWA,7,2021,494.869,69,0.0941
RWA,8,2021,494.869,69,0.0491
RWA,9,2021,494.869,69,0.0302
RWA,10,2021,494.869,69,0.0078
RWA,11,2021,494.869,69,0.0024
RWA,12,2021,494.869,69,0.0047
KNA,1,2020,,74.8,
KNA,2,2020,,74.8,
KNA,3,2020,212.865,74.8,
KNA,4,2020,212.865,74.8,
KNA,5,2020,212.865,74.8,
KNA,6,2020,212.865,74.8,
KNA,7,2020,212.865,74.8,
KNA,8,2020,212.865,74.8,
KNA,9,2020,212.865,74.8,
KNA,10,2020,212.865,74.8,
KNA,11,2020,212.865,74.8,
KNA,12,2020,212.865,74.8,
KNA,1,2021,212.865,74.8,
KNA,2,2021,212.865,74.8,
KNA,3,2021,212.865,74.8,
KNA,4,2021,212.865,74.8,
KNA,5,2021,212.865,74.8,
KNA,6,2021,212.865,74.8,
KNA,7,2021,212.865,74.8,0.0141
KNA,8,2021,212.865,74.8,0.048
KNA,9,2021,212.865,74.8,0.10865
KNA,10,2021,212.865,74.8,0.051
KNA,11,2021,212.865,74.8,0.026
KNA,12,2021,212.865,74.8,0.0199
LCA,1,2020,,76.2,
LCA,2,2020,,76.2,
LCA,3,2020,293.187,76.2,
LCA,4,2020,293.187,76.2,
LCA,5,2020,293.187,76.2,
LCA,6,2020,293.187,76.2,
LCA,7,2020,293.187,76.2,
LCA,8,2020,293.187,76.2,
LCA,9,2020,293.187,76.2,
LCA,10,2020,293.187,76.2,
LCA,11,2020,293.187,76.2,
LCA,12,2020,293.187,76.2,
LCA,1,2021,293.187,76.2,
LCA,2,2021,293.187,76.2,
LCA,3,2021,293.187,76.2,
LCA,4,2021,293.187,76.2,
LCA,5,2021,293.187,76.2,
LCA,6,2021,293.187,76.2,
LCA,7,2021,293.187,76.2,
LCA,8,2021,293.187,76.2,
LCA,9,2021,293.187,76.2,
LCA,10,2021,293.187,76.2,
LCA,11,2021,293.187,76.2,
LCA,12,2021,293.187,76.2,
VCT,1,2020,,72.5,
VCT,2,2020,,72.5,
VCT,3,2020,281.787,72.5,
VCT,4,2020,281.787,72.5,
VCT,5,2020,281.787,72.5,
VCT,6,2020,281.787,72.5,
VCT,7,2020,281.787,72.5,
VCT,8,2020,281.787,72.5,
VCT,9,2020,281.787,72.5,
VCT,10,2020,281.787,72.5,
VCT,11,2020,281.787,72.5,
VCT,12,2020,281.787,72.5,
VCT,1,2021,281.787,72.5,
VCT,2,2021,281.787,72.5,
VCT,3,2021,281.787,72.5,
VCT,4,2021,281.787,72.5,
VCT,5,2021,281.787,72.5,
VCT,6,2021,281.787,72.5,
VCT,7,2021,281.787,72.5,
VCT,8,2021,281.787,72.5,
VCT,9,2021,281.787,72.5,
VCT,10,2021,281.787,72.5,0.1424
VCT,11,2021,281.787,72.5,0.12315
VCT,12,2021,281.787,72.5,0.1035
WSM,1,2020,,73.3,
WSM,2,2020,,73.3,
WSM,3,2020,,73.3,
WSM,4,2020,,73.3,
WSM,5,2020,,73.3,
WSM,6,2020,,73.3,
WSM,7,2020,,73.3,
WSM,8,2020,,73.3,
WSM,9,2020,,73.3,
WSM,10,2020,,73.3,
WSM,11,2020,69.413,73.3,
WSM,12,2020,69.413,73.3,
WSM,1,2021,69.413,73.3,
WSM,2,2021,69.413,73.3,
WSM,3,2021,69.413,73.3,
WSM,4,2021,69.413,73.3,
WSM,5,2021,69.413,73.3,
WSM,6,2021,69.413,73.3,
WSM,7,2021,69.413,73.3,
WSM,8,2021,69.413,73.3,
WSM,9,2021,69.413,73.3,
WSM,10,2021,69.413,73.3,
WSM,11,2021,69.413,73.3,
WSM,12,2021,69.413,73.3,
SMR,2,2020,556.667,,
SMR,3,2020,556.667,,
SMR,4,2020,556.667,,
SMR,5,2020,556.667,,
SMR,6,2020,556.667,,
SMR,7,2020,556.667,,
SMR,8,2020,556.667,,
SMR,9,2020,556.667,,
SMR,10,2020,556.667,,
SMR,11,2020,556.667,,
SMR,12,2020,556.667,,
SMR,1,2021,556.667,,
SMR,2,2021,556.667,,
SMR,3,2021,556.667,,
SMR,4,2021,556.667,,
SMR,5,2021,556.667,,
SMR,6,2021,556.667,,
SMR,7,2021,556.667,,
SMR,8,2021,556.667,,
SMR,9,2021,556.667,,
SMR,10,2021,556.667,,
SMR,11,2021,556.667,,
SMR,12,2021,556.667,,
STP,1,2020,,70.4,
STP,2,2020,,70.4,
STP,3,2020,,70.4,
STP,4,2020,212.841,70.4,
STP,5,2020,212.841,70.4,
STP,6,2020,212.841,70.4,
STP,7,2020,212.841,70.4,
STP,8,2020,212.841,70.4,
STP,9,2020,212.841,70.4,
STP,10,2020,212.841,70.4,
STP,11,2020,212.841,70.4,
STP,12,2020,212.841,70.4,
STP,1,2021,212.841,70.4,
STP,2,2021,212.841,70.4,
STP,3,2021,212.841,70.4,
STP,4,2021,212.841,70.4,
STP,5,2021,212.841,70.4,
STP,6,2021,212.841,70.4,
STP,7,2021,212.841,70.4,
STP,8,2021,212.841,70.4,
STP,9,2021,212.841,70.4,
STP,10,2021,212.841,70.4,
STP,11,2021,212.841,70.4,
STP,12,2021,212.841,70.4,
SAU,1,2020,,75.1,
SAU,2,2020,,75.1,
SAU,3,2020,15.322,75.1,0.0099
SAU,4,2020,15.322,75.1,0.05415
SAU,5,2020,15.322,75.1,0.1216
SAU,6,2020,15.322,75.1,0.1287
SAU,7,2020,15.322,75.1,0.0494
SAU,8,2020,15.322,75.1,0.0214
SAU,9,2020,15.322,75.1,0.01335
SAU,10,2020,15.322,75.1,0.0085
SAU,11,2020,15.322,75.1,0.00675
SAU,12,2020,15.322,75.1,0.0048
SAU,1,2021,15.322,75.1,0.0036
SAU,2,2021,15.322,75.1,0.007
SAU,3,2021,15.322,75.1,0.0078
SAU,4,2021,15.322,75.1,0.0162
SAU,5,2021,15.322,75.1,0.0142
SAU,6,2021,15.322,75.1,0.0137
SAU,7,2021,15.322,75.1,0.0122
SAU,8,2021,15.322,75.1,0.0079
SAU,9,2021,15.322,75.1,0.0018
SAU,10,2021,15.322,75.1,0.001
SAU,11,2021,15.322,75.1,0.00115
SAU,12,2021,15.322,75.1,0.0013
SEN,1,2020,,67.9,
SEN,2,2020,82.328,67.9,
SEN,3,2020,82.328,67.9,0.16415
SEN,4,2020,82.328,67.9,0.0627
SEN,5,2020,82.328,67.9,0.0817
SEN,6,2020,82.328,67.9,0.08875
SEN,7,2020,82.328,67.9,0.1148
SEN,8,2020,82.328,67.9,0.0845
SEN,9,2020,82.328,67.9,0.04685
SEN,10,2020,82.328,67.9,0.0219
SEN,11,2020,82.328,67.9,0.01645
SEN,12,2020,82.328,67.9,0.0726
SEN,1,2021,82.328,67.9,0.122
SEN,2,2021,82.328,67.9,0.1378
SEN,3,2021,82.328,67.9,0.0911
SEN,4,2021,82.328,67.9,0.03775
SEN,5,2021,82.328,67.9,0.0279
SEN,6,2021,82.328,67.9,0.03115
SEN,7,2021,82.328,67.9,0.2115
SEN,8,2021,82.328,67.9,0.1224
SEN,9,2021,82.328,67.9,0.01495
SEN,10,2021,82.328,67.9,0.0031
SEN,11,2021,82.328,67.9,0.0022
SEN,12,2021,82.328,67.9,0.0061
SRB,1,2020,,76,
SRB,2,2020,80.291,76,
SRB,3,2020,80.291,76,0.2733
SRB,4,2020,80.291,76,0.14265
SRB,5,2020,80.291,76,0.0142
SRB,6,2020,80.291,76,0.016
SRB,7,2020,80.291,76,0.0406
SRB,8,2020,80.291,76,0.0277
SRB,9,2020,80.291,76,0.0112
SRB,10,2020,80.291,76,0.0295
SRB,11,2020,80.291,76,0.2558
SRB,12,2020,80.291,76,0.325
SRB,1,2021,80.291,76,0.1677
SRB,2,2021,80.291,76,0.1711
SRB,3,2021,80.291,76,0.2872
SRB,4,2021,80.291,76,0.21915
SRB,5,2021,80.291,76,0.0754
SRB,6,2021,80.291,76,0.0173
SRB,7,2021,80.291,76,0.0161
SRB,8,2021,80.291,76,0.0908
SRB,9,2021,80.291,76,0.2835
SRB,10,2021,80.291,76,0.3058
SRB,11,2021,80.291,76,0.23865
SRB,12,2021,80.291,76,0.1023
SYC,1,2020,,73.4,
SYC,2,2020,,73.4,
SYC,3,2020,208.354,73.4,
SYC,4,2020,208.354,73.4,
SYC,5,2020,208.354,73.4,
SYC,6,2020,208.354,73.4,
SYC,7,2020,208.354,73.4,
SYC,8,2020,208.354,73.4,
SYC,9,2020,208.354,73.4,
SYC,10,2020,208.354,73.4,
SYC,11,2020,208.354,73.4,
SYC,12,2020,208.354,73.4,
SYC,1,2021,208.354,73.4,
SYC,2,2021,208.354,73.4,
SYC,3,2021,208.354,73.4,
SYC,4,2021,208.354,73.4,
SYC,5,2021,208.354,73.4,
SYC,6,2021,208.354,73.4,
SYC,7,2021,208.354,73.4,
SYC,8,2021,208.354,73.4,
SYC,9,2021,208.354,73.4,
SYC,10,2021,208.354,73.4,
SYC,11,2021,208.354,73.4,
SYC,12,2021,208.354,73.4,
SLE,1,2020,,54.7,
SLE,2,2020,,54.7,
SLE,3,2020,104.7,54.7,
SLE,4,2020,104.7,54.7,
SLE,5,2020,104.7,54.7,
SLE,6,2020,104.7,54.7,
SLE,7,2020,104.7,54.7,
SLE,8,2020,104.7,54.7,
SLE,9,2020,104.7,54.7,
SLE,10,2020,104.7,54.7,
SLE,11,2020,104.7,54.7,
SLE,12,2020,104.7,54.7,
SLE,1,2021,104.7,54.7,
SLE,2,2021,104.7,54.7,
SLE,3,2021,104.7,54.7,
SLE,4,2021,104.7,54.7,
SLE,5,2021,104.7,54.7,
SLE,6,2021,104.7,54.7,
SLE,7,2021,104.7,54.7,
SLE,8,2021,104.7,54.7,
SLE,9,2021,104.7,54.7,
SLE,10,2021,104.7,54.7,
SLE,11,2021,104.7,54.7,
SLE,12,2021,104.7,54.7,
SGP,1,2020,7915.731,83.6,
SGP,2,2020,7915.731,83.6,
SGP,3,2020,7915.731,83.6,
SGP,4,2020,7915.731,83.6,
SGP,5,2020,7915.731,83.6,
SGP,6,2020,7915.731,83.6,
SGP,7,2020,7915.731,83.6,
SGP,8,2020,7915.731,83.6,
SGP,9,2020,7915.731,83.6,
SGP,10,2020,7915.731,83.6,
SGP,11,2020,7915.731,83.6,
SGP,12,2020,7915.731,83.6,
SGP,1,2021,7915.731,83.6,
SGP,2,2021,7915.731,83.6,
SGP,3,2021,7915.731,83.6,
SGP,4,2021,7915.731,83.6,
SGP,5,2021,7915.731,83.6,
SGP,6,2021,7915.731,83.6,
SGP,7,2021,7915.731,83.6,
SGP,8,2021,7915.731,83.6,
SGP,9,2021,7915.731,83.6,
SGP,10,2021,7915.731,83.6,
SGP,11,2021,7915.731,83.6,
SGP,12,2021,7915.731,83.6,
SVK,1,2020,,77.5,
SVK,2,2020,,77.5,
SVK,3,2020,113.128,77.5,0.055
SVK,4,2020,113.128,77.5,0.021
SVK,5,2020,113.128,77.5,0.001
SVK,6,2020,113.128,77.5,0.003
SVK,7,2020,113.128,77.5,0.011
SVK,8,2020,113.128,77.5,0.019
SVK,9,2020,113.128,77.5,0.0355
SVK,10,2020,113.128,77.5,0.134
SVK,11,2020,113.128,77.5,0.0795
SVK,12,2020,113.128,77.5,0.099
SVK,1,2021,113.128,77.5,0.067
SVK,2,2021,113.128,77.5,0.019
SVK,3,2021,113.128,77.5,0.012
SVK,4,2021,113.128,77.5,0.005
SVK,5,2021,113.128,77.5,0.004
SVK,6,2021,113.128,77.5,0.002
SVK,7,2021,113.128,77.5,0.003
