iso3,year,age,sex,val
HTI,2004,40,Female,2449.317
HTI,2004,45,Male,2375.421
HTI,2004,45,Female,2362.079
HTI,2004,50,Male,2346.381
HTI,2004,50,Female,2553.322
HTI,2004,55,Male,2122.196
HTI,2004,55,Female,2515.532
HTI,2004,60,Male,2772.449
HTI,2004,60,Female,3123.741
HTI,2004,65,Male,2915.237
HTI,2004,65,Female,3404.849
HTI,2004,70,Male,2926.384
HTI,2004,70,Female,3574.113
HTI,2004,75,Male,2501.877
HTI,2004,75,Female,3208.195
HTI,2004,80,Male,1949.539
HTI,2004,80,Female,2600.806
HTI,2004,85,Male,1741.467
HTI,2004,85,Female,2465.798
HTI,2005,0,Male,13243.18
HTI,2005,0,Female,10844.53
HTI,2005,5,Male,1256.191
HTI,2005,5,Female,1155.629
HTI,2005,10,Male,762.6268
HTI,2005,10,Female,729.0739
HTI,2005,15,Male,826.186
HTI,2005,15,Female,850.6563
HTI,2005,20,Male,1012.627
HTI,2005,20,Female,1397.706
HTI,2005,25,Male,1045.157
HTI,2005,25,Female,1889.695
HTI,2005,30,Male,1210.923
HTI,2005,30,Female,2143.179
HTI,2005,35,Male,1672.644
HTI,2005,35,Female,2316.265
HTI,2005,40,Male,2108.405
HTI,2005,40,Female,2393.325
HTI,2005,45,Male,2217.827
HTI,2005,45,Female,2322.422
HTI,2005,50,Male,2273.919
HTI,2005,50,Female,2540.807
HTI,2005,55,Male,2055.246
HTI,2005,55,Female,2500.749
HTI,2005,60,Male,2668.823
HTI,2005,60,Female,3073.102
HTI,2005,65,Male,2893.822
HTI,2005,65,Female,3422.452
HTI,2005,70,Male,2923.79
HTI,2005,70,Female,3647.029
HTI,2005,75,Male,2494.928
HTI,2005,75,Female,3273.726
HTI,2005,80,Male,1910.92
HTI,2005,80,Female,2606.466
HTI,2005,85,Male,1636.528
HTI,2005,85,Female,2386.138
HTI,2006,0,Male,12970.52
HTI,2006,0,Female,10597.08
HTI,2006,5,Male,1218.735
HTI,2006,5,Female,1111.608
HTI,2006,10,Male,752.7143
HTI,2006,10,Female,717.1436
HTI,2006,15,Male,845.6395
HTI,2006,15,Female,859.4364
HTI,2006,20,Male,1031.563
HTI,2006,20,Female,1371.95
HTI,2006,25,Male,1074.951
HTI,2006,25,Female,1840.901
HTI,2006,30,Male,1192.985
HTI,2006,30,Female,2055.639
HTI,2006,35,Male,1586.013
HTI,2006,35,Female,2223.558
HTI,2006,40,Male,2031.811
HTI,2006,40,Female,2346.382
HTI,2006,45,Male,2183.06
HTI,2006,45,Female,2315.284
HTI,2006,50,Male,2297.026
HTI,2006,50,Female,2533.544
HTI,2006,55,Male,2113.392
HTI,2006,55,Female,2535.757
HTI,2006,60,Male,2639.326
HTI,2006,60,Female,3031.224
HTI,2006,65,Male,2952.986
HTI,2006,65,Female,3453.316
HTI,2006,70,Male,2987.95
HTI,2006,70,Female,3724.116
HTI,2006,75,Male,2569.689
HTI,2006,75,Female,3369.184
HTI,2006,80,Male,1984.576
HTI,2006,80,Female,2699.334
HTI,2006,85,Male,1791.498
HTI,2006,85,Female,2584.824
HTI,2007,0,Male,12717.94
HTI,2007,0,Female,10381.91
HTI,2007,5,Male,1182.821
HTI,2007,5,Female,1077.188
HTI,2007,10,Male,741.3194
HTI,2007,10,Female,697.9488
HTI,2007,15,Male,861.9856
HTI,2007,15,Female,862.3356
HTI,2007,20,Male,1038.783
HTI,2007,20,Female,1339.914
HTI,2007,25,Male,1110.829
HTI,2007,25,Female,1803.253
HTI,2007,30,Male,1188.92
HTI,2007,30,Female,1969
HTI,2007,35,Male,1501.993
HTI,2007,35,Female,2118.554
HTI,2007,40,Male,1953.03
HTI,2007,40,Female,2271.719
HTI,2007,45,Male,2144.814
HTI,2007,45,Female,2303.357
HTI,2007,50,Male,2300.628
HTI,2007,50,Female,2497.144
HTI,2007,55,Male,2210.035
HTI,2007,55,Female,2591.079
HTI,2007,60,Male,2586.965
HTI,2007,60,Female,2965.296
HTI,2007,65,Male,3026.836
HTI,2007,65,Female,3476.362
HTI,2007,70,Male,3056.199
HTI,2007,70,Female,3798.651
HTI,2007,75,Male,2646.952
HTI,2007,75,Female,3459.322
HTI,2007,80,Male,2039.218
HTI,2007,80,Female,2766.677
HTI,2007,85,Male,1906.04
HTI,2007,85,Female,2731.24
HTI,2008,0,Male,12464.63
HTI,2008,0,Female,10158.72
HTI,2008,5,Male,1146.814
HTI,2008,5,Female,1043.203
HTI,2008,10,Male,738.2077
HTI,2008,10,Female,676.4004
HTI,2008,15,Male,918.4684
HTI,2008,15,Female,876.9188
HTI,2008,20,Male,1096.62
HTI,2008,20,Female,1323.259
HTI,2008,25,Male,1194.402
HTI,2008,25,Female,1796.769
HTI,2008,30,Male,1233.706
HTI,2008,30,Female,1923.873
HTI,2008,35,Male,1462.722
HTI,2008,35,Female,2045.107
HTI,2008,40,Male,1914.446
HTI,2008,40,Female,2213.91
HTI,2008,45,Male,2137.967
HTI,2008,45,Female,2311.745
HTI,2008,50,Male,2317.253
HTI,2008,50,Female,2471
HTI,2008,55,Male,2343.344
HTI,2008,55,Female,2676.05
HTI,2008,60,Male,2551.559
HTI,2008,60,Female,2918.912
HTI,2008,65,Male,3112.397
HTI,2008,65,Female,3508.992
HTI,2008,70,Male,3139.081
HTI,2008,70,Female,3888.291
HTI,2008,75,Male,2729.82
HTI,2008,75,Female,3558.638
HTI,2008,80,Male,2079.829
HTI,2008,80,Female,2822.12
HTI,2008,85,Male,1966.915
HTI,2008,85,Female,2817.047
HTI,2009,0,Male,12186.9
HTI,2009,0,Female,9934.178
HTI,2009,5,Male,1108.135
HTI,2009,5,Female,1012.751
HTI,2009,10,Male,721.0868
HTI,2009,10,Female,669.8101
HTI,2009,15,Male,870.376
HTI,2009,15,Female,848.954
HTI,2009,20,Male,1043.37
HTI,2009,20,Female,1273.983
HTI,2009,25,Male,1178.916
HTI,2009,25,Female,1759.217
HTI,2009,30,Male,1227.182
HTI,2009,30,Female,1878.215
HTI,2009,35,Male,1397.329
HTI,2009,35,Female,1976.338
HTI,2009,40,Male,1841.969
HTI,2009,40,Female,2147.319
HTI,2009,45,Male,2100.307
HTI,2009,45,Female,2306.022
HTI,2009,50,Male,2305.141
HTI,2009,50,Female,2445.479
HTI,2009,55,Male,2442.06
HTI,2009,55,Female,2738.585
HTI,2009,60,Male,2534.475
HTI,2009,60,Female,2895.231
HTI,2009,65,Male,3155.767
HTI,2009,65,Female,3516.569
HTI,2009,70,Male,3215.715
HTI,2009,70,Female,3967.147
HTI,2009,75,Male,2801.8
HTI,2009,75,Female,3656.935
HTI,2009,80,Male,2106.08
HTI,2009,80,Female,2870.383
HTI,2009,85,Male,1957.634
HTI,2009,85,Female,2831.409
HTI,2010,0,Male,30910.78
HTI,2010,0,Female,27724.37
HTI,2010,5,Male,11014.38
HTI,2010,5,Female,10427.22
HTI,2010,10,Male,11299.12
HTI,2010,10,Female,7809.034
HTI,2010,15,Male,16018.8
HTI,2010,15,Female,8002.932
HTI,2010,20,Male,15981
HTI,2010,20,Female,7745.61
HTI,2010,25,Male,15061.23
HTI,2010,25,Female,8026.77
HTI,2010,30,Male,11208.34
HTI,2010,30,Female,6917.978
HTI,2010,35,Male,8853.083
HTI,2010,35,Female,5969.923
HTI,2010,40,Male,8541.484
HTI,2010,40,Female,5964.984
HTI,2010,45,Male,8333.076
HTI,2010,45,Female,5891.344
HTI,2010,50,Male,7979.613
HTI,2010,50,Female,5812.175
HTI,2010,55,Male,7164.954
HTI,2010,55,Female,6155.746
HTI,2010,60,Male,6390.442
HTI,2010,60,Female,6008.915
HTI,2010,65,Male,6472.39
HTI,2010,65,Female,6496.769
HTI,2010,70,Male,5948.325
HTI,2010,70,Female,6707.509
HTI,2010,75,Male,4588.059
HTI,2010,75,Female,5425.442
HTI,2010,80,Male,3097.513
HTI,2010,80,Female,3796.078
HTI,2010,85,Male,2246.348
HTI,2010,85,Female,3146.415
HTI,2011,0,Male,11535.5
HTI,2011,0,Female,9372.462
HTI,2011,5,Male,1046.674
HTI,2011,5,Female,946.379
HTI,2011,10,Male,690.7143
HTI,2011,10,Female,633.0414
HTI,2011,15,Male,905.5302
HTI,2011,15,Female,862.7877
HTI,2011,20,Male,1073.526
HTI,2011,20,Female,1256.978
HTI,2011,25,Male,1237.931
HTI,2011,25,Female,1752.02
HTI,2011,30,Male,1339.331
HTI,2011,30,Female,1941.588
HTI,2011,35,Male,1445.708
HTI,2011,35,Female,2007.101
HTI,2011,40,Male,1837.77
HTI,2011,40,Female,2152.745
HTI,2011,45,Male,2165.377
HTI,2011,45,Female,2377.434
HTI,2011,50,Male,2418.088
HTI,2011,50,Female,2540.881
HTI,2011,55,Male,2649.829
HTI,2011,55,Female,2871.44
HTI,2011,60,Male,2726.174
HTI,2011,60,Female,3043.373
HTI,2011,65,Male,3196.079
HTI,2011,65,Female,3534.373
HTI,2011,70,Male,3438.781
HTI,2011,70,Female,4155.399
HTI,2011,75,Male,3014.147
HTI,2011,75,Female,3931.93
HTI,2011,80,Male,2276.13
HTI,2011,80,Female,3108.412
HTI,2011,85,Male,2060.814
HTI,2011,85,Female,3012.912
HTI,2012,0,Male,11327.3
HTI,2012,0,Female,9188.185
HTI,2012,5,Male,1014.7
HTI,2012,5,Female,917.428
HTI,2012,10,Male,677.8053
HTI,2012,10,Female,613.9983
HTI,2012,15,Male,895.0396
HTI,2012,15,Female,824.6002
HTI,2012,20,Male,1071.042
HTI,2012,20,Female,1196.077
HTI,2012,25,Male,1222.619
HTI,2012,25,Female,1640.833
HTI,2012,30,Male,1370.77
HTI,2012,30,Female,1888.471
HTI,2012,35,Male,1452.889
HTI,2012,35,Female,1942.073
HTI,2012,40,Male,1795.36
HTI,2012,40,Female,2082.329
HTI,2012,45,Male,2163.109
HTI,2012,45,Female,2335.073
HTI,2012,50,Male,2455.487
HTI,2012,50,Female,2564.525
HTI,2012,55,Male,2700.429
HTI,2012,55,Female,2873.987
HTI,2012,60,Male,2872.12
HTI,2012,60,Female,3143.784
HTI,2012,65,Male,3133.749
HTI,2012,65,Female,3471.19
HTI,2012,70,Male,3529.197
HTI,2012,70,Female,4192.059
HTI,2012,75,Male,3081.306
HTI,2012,75,Female,4021.822
HTI,2012,80,Male,2358.796
HTI,2012,80,Female,3226.035
HTI,2012,85,Male,2173.075
HTI,2012,85,Female,3173.334
HTI,2013,0,Male,11058.73
HTI,2013,0,Female,8970.7
HTI,2013,5,Male,987.1651
HTI,2013,5,Female,887.9236
HTI,2013,10,Male,663.8862
HTI,2013,10,Female,596.9758
HTI,2013,15,Male,891.6658
HTI,2013,15,Female,801.9787
HTI,2013,20,Male,1078.816
HTI,2013,20,Female,1160.589
HTI,2013,25,Male,1216.893
HTI,2013,25,Female,1548.973
HTI,2013,30,Male,1413.638
HTI,2013,30,Female,1843.125
HTI,2013,35,Male,1482.962
HTI,2013,35,Female,1887.347
HTI,2013,40,Male,1768.9
HTI,2013,40,Female,2010.305
HTI,2013,45,Male,2165.324
HTI,2013,45,Female,2279.192
HTI,2013,50,Male,2500.809
HTI,2013,50,Female,2585.438
HTI,2013,55,Male,2746.099
HTI,2013,55,Female,2863.507
HTI,2013,60,Male,3051.607
HTI,2013,60,Female,3265.917
HTI,2013,65,Male,3085.646
HTI,2013,65,Female,3423.527
HTI,2013,70,Male,3631.787
HTI,2013,70,Female,4236.341
HTI,2013,75,Male,3162.21
HTI,2013,75,Female,4118.615
HTI,2013,80,Male,2438.367
HTI,2013,80,Female,3336.209
HTI,2013,85,Male,2250.239
HTI,2013,85,Female,3290.186
HTI,2014,0,Male,10810.2
HTI,2014,0,Female,8727.763
HTI,2014,5,Male,959.9754
HTI,2014,5,Female,855.9872
HTI,2014,10,Male,649.229
HTI,2014,10,Female,578.7559
HTI,2014,15,Male,893.2033
HTI,2014,15,Female,789.5689
HTI,2014,20,Male,1091.755
HTI,2014,20,Female,1136.655
HTI,2014,25,Male,1217.55
HTI,2014,25,Female,1486.426
HTI,2014,30,Male,1450.791
HTI,2014,30,Female,1822.353
HTI,2014,35,Male,1519.828
HTI,2014,35,Female,1879.871
HTI,2014,40,Male,1753.389
HTI,2014,40,Female,1984.989
HTI,2014,45,Male,2155.475
HTI,2014,45,Female,2254.374
HTI,2014,50,Male,2539.884
HTI,2014,50,Female,2624.265
HTI,2014,55,Male,2790.704
HTI,2014,55,Female,2882.939
HTI,2014,60,Male,3220.458
HTI,2014,60,Female,3390.545
HTI,2014,65,Male,3087.071
HTI,2014,65,Female,3428.789
HTI,2014,70,Male,3705.487
HTI,2014,70,Female,4281.902
HTI,2014,75,Male,3247.904
HTI,2014,75,Female,4222.228
HTI,2014,80,Male,2501.372
HTI,2014,80,Female,3446.034
HTI,2014,85,Male,2271.691
HTI,2014,85,Female,3360.315
HTI,2015,0,Male,10521.34
HTI,2015,0,Female,8479.881
HTI,2015,5,Male,928.0696
HTI,2015,5,Female,829.1179
HTI,2015,10,Male,636.5798
HTI,2015,10,Female,562.7072
HTI,2015,15,Male,893.4953
HTI,2015,15,Female,780.3712
HTI,2015,20,Male,1097.353
HTI,2015,20,Female,1113.95
HTI,2015,25,Male,1212.554
HTI,2015,25,Female,1437.043
HTI,2015,30,Male,1466.5
HTI,2015,30,Female,1797.984
HTI,2015,35,Male,1557.967
HTI,2015,35,Female,1891.968
HTI,2015,40,Male,1751.461
HTI,2015,40,Female,1980.193
HTI,2015,45,Male,2132.848
HTI,2015,45,Female,2236.023
HTI,2015,50,Male,2565.058
HTI,2015,50,Female,2653.053
HTI,2015,55,Male,2838.367
HTI,2015,55,Female,2925.894
HTI,2015,60,Male,3352.832
HTI,2015,60,Female,3489.484
HTI,2015,65,Male,3163.612
HTI,2015,65,Female,3499.862
HTI,2015,70,Male,3740.881
HTI,2015,70,Female,4320.502
HTI,2015,75,Male,3346.803
HTI,2015,75,Female,4333.898
HTI,2015,80,Male,2559.972
HTI,2015,80,Female,3557.227
HTI,2015,85,Male,2232.303
HTI,2015,85,Female,3375.592
HTI,2016,0,Male,10250.36
HTI,2016,0,Female,8275.141
HTI,2016,5,Male,904.0945
HTI,2016,5,Female,802.8779
HTI,2016,10,Male,631.2359
HTI,2016,10,Female,547.6684
HTI,2016,15,Male,925.3879
HTI,2016,15,Female,781.6756
HTI,2016,20,Male,1136.717
HTI,2016,20,Female,1098.912
HTI,2016,25,Male,1243.996
HTI,2016,25,Female,1389.683
HTI,2016,30,Male,1494.881
HTI,2016,30,Female,1743.887
HTI,2016,35,Male,1616.787
HTI,2016,35,Female,1886.449
HTI,2016,40,Male,1771.831
HTI,2016,40,Female,1957.902
HTI,2016,45,Male,2105.701
HTI,2016,45,Female,2189.492
HTI,2016,50,Male,2576.528
HTI,2016,50,Female,2644.243
HTI,2016,55,Male,2879.005
HTI,2016,55,Female,2962.027
HTI,2016,60,Male,3445.902
HTI,2016,60,Female,3542.715
HTI,2016,65,Male,3284.228
HTI,2016,65,Female,3591.127
HTI,2016,70,Male,3720.124
HTI,2016,70,Female,4300.298
HTI,2016,75,Male,3458.152
HTI,2016,75,Female,4424.485
HTI,2016,80,Male,2688.587
HTI,2016,80,Female,3734.45
HTI,2016,85,Male,2444.125
HTI,2016,85,Female,3674.047
HTI,2017,0,Male,9961.337
HTI,2017,0,Female,8030.351
HTI,2017,5,Male,875.3775
HTI,2017,5,Female,779.9977
HTI,2017,10,Male,619.6133
HTI,2017,10,Female,537.7936
HTI,2017,15,Male,880.5431
HTI,2017,15,Female,740.0319
HTI,2017,20,Male,1108.495
HTI,2017,20,Female,1044.983
HTI,2017,25,Male,1209.174
HTI,2017,25,Female,1304.031
HTI,2017,30,Male,1449.216
HTI,2017,30,Female,1634.223
HTI,2017,35,Male,1627.081
HTI,2017,35,Female,1843.792
HTI,2017,40,Male,1761.234
HTI,2017,40,Female,1909.674
HTI,2017,45,Male,2030.114
HTI,2017,45,Female,2109.711
HTI,2017,50,Male,2548.56
HTI,2017,50,Female,2592.065
HTI,2017,55,Male,2891.768
HTI,2017,55,Female,2973.697
HTI,2017,60,Male,3486.212
HTI,2017,60,Female,3537.396
HTI,2017,65,Male,3445.716
HTI,2017,65,Female,3706.074
HTI,2017,70,Male,3643.646
HTI,2017,70,Female,4229.239
HTI,2017,75,Male,3575.32
HTI,2017,75,Female,4504.706
HTI,2017,80,Male,2798.113
HTI,2017,80,Female,3896.494
HTI,2017,85,Male,2629.457
HTI,2017,85,Female,3945.019
HTI,2018,0,Male,9657.271
HTI,2018,0,Female,7744.354
HTI,2018,5,Male,854.3518
HTI,2018,5,Female,749.9199
HTI,2018,10,Male,615.2078
HTI,2018,10,Female,531.8633
HTI,2018,15,Male,868.1017
HTI,2018,15,Female,726.8809
HTI,2018,20,Male,1100.085
HTI,2018,20,Female,1019.298
HTI,2018,25,Male,1197.968
HTI,2018,25,Female,1262.429
HTI,2018,30,Male,1423.467
HTI,2018,30,Female,1578.116
HTI,2018,35,Male,1665.053
HTI,2018,35,Female,1859.966
HTI,2018,40,Male,1795.361
HTI,2018,40,Female,1928.059
HTI,2018,45,Male,1990.332
HTI,2018,45,Female,2087.396
HTI,2018,50,Male,2550.928
HTI,2018,50,Female,2586.066
HTI,2018,55,Male,2935.549
HTI,2018,55,Female,3038.139
HTI,2018,60,Male,3537.477
HTI,2018,60,Female,3553.793
HTI,2018,65,Male,3661.26
HTI,2018,65,Female,3880.979
HTI,2018,70,Male,3597.123
HTI,2018,70,Female,4203.394
HTI,2018,75,Male,3702.274
HTI,2018,75,Female,4603.989
HTI,2018,80,Male,2905.554
HTI,2018,80,Female,4057.799
HTI,2018,85,Male,2776.639
HTI,2018,85,Female,4178.096
HTI,2019,0,Male,9380.38
HTI,2019,0,Female,7492.395
HTI,2019,5,Male,827.1157
HTI,2019,5,Female,729.7066
HTI,2019,10,Male,598.8501
HTI,2019,10,Female,514.5056
HTI,2019,15,Male,863.8509
HTI,2019,15,Female,722.3556
HTI,2019,20,Male,1096.236
HTI,2019,20,Female,1002.57
HTI,2019,25,Male,1196.741
HTI,2019,25,Female,1240.143
HTI,2019,30,Male,1411.87
HTI,2019,30,Female,1547.798
HTI,2019,35,Male,1712.803
HTI,2019,35,Female,1892.737
HTI,2019,40,Male,1866.494
HTI,2019,40,Female,1979.385
HTI,2019,45,Male,1990.611
HTI,2019,45,Female,2098.49
HTI,2019,50,Male,2565.903
HTI,2019,50,Female,2597.743
HTI,2019,55,Male,2985.51
HTI,2019,55,Female,3108.104
HTI,2019,60,Male,3589.459
HTI,2019,60,Female,3600.915
HTI,2019,65,Male,3842.917
HTI,2019,65,Female,4041.525
HTI,2019,70,Male,3599.892
HTI,2019,70,Female,4235.399
HTI,2019,75,Male,3760.388
HTI,2019,75,Female,4671.859
HTI,2019,80,Male,2981.678
HTI,2019,80,Female,4189.641
HTI,2019,85,Male,2858.054
HTI,2019,85,Female,4359.216
HUN,2000,0,Male,556.2397
HUN,2000,0,Female,432.9518
HUN,2000,5,Male,58.98954
HUN,2000,5,Female,45.63306
HUN,2000,10,Male,77.77279
HUN,2000,10,Female,48.39897
HUN,2000,15,Male,200.434
HUN,2000,15,Female,90.87418
HUN,2000,20,Male,411.4846
HUN,2000,20,Female,142.7317
HUN,2000,25,Male,453.8225
HUN,2000,25,Female,125.3227
HUN,2000,30,Male,706.6621
HUN,2000,30,Female,239.7187
HUN,2000,35,Male,1105.154
HUN,2000,35,Female,484.4545
HUN,2000,40,Male,2651.742
HUN,2000,40,Female,1054.666
HUN,2000,45,Male,4423.581
HUN,2000,45,Female,1872.222
HUN,2000,50,Male,4993.757
HUN,2000,50,Female,2099.566
HUN,2000,55,Male,6272.291
HUN,2000,55,Female,2841.248
HUN,2000,60,Male,7168.074
HUN,2000,60,Female,3805.203
HUN,2000,65,Male,9173.814
HUN,2000,65,Female,5890.751
HUN,2000,70,Male,10196.36
HUN,2000,70,Female,8781.201
HUN,2000,75,Male,11156.07
HUN,2000,75,Female,13491.09
HUN,2000,80,Male,5425.894
HUN,2000,80,Female,7969.454
HUN,2000,85,Male,8366.435
HUN,2000,85,Female,18724.17
HUN,2001,0,Male,514.0919
HUN,2001,0,Female,403.0287
HUN,2001,5,Male,55.31402
HUN,2001,5,Female,42.99409
HUN,2001,10,Male,76.18811
HUN,2001,10,Female,45.98204
HUN,2001,15,Male,178.1089
HUN,2001,15,Female,78.0389
HUN,2001,20,Male,379.8412
HUN,2001,20,Female,113.3413
HUN,2001,25,Male,406.3801
HUN,2001,25,Female,171.7506
HUN,2001,30,Male,611.6398
HUN,2001,30,Female,221.6607
HUN,2001,35,Male,936.2056
HUN,2001,35,Female,386.4201
HUN,2001,40,Male,2406.234
HUN,2001,40,Female,939.9909
HUN,2001,45,Male,4194.621
HUN,2001,45,Female,1774.673
HUN,2001,50,Male,5028.902
HUN,2001,50,Female,2106.65
HUN,2001,55,Male,5854.883
HUN,2001,55,Female,2720.249
HUN,2001,60,Male,6418.927
HUN,2001,60,Female,3595.175
HUN,2001,65,Male,8176.06
HUN,2001,65,Female,5263.386
HUN,2001,70,Male,9434.438
HUN,2001,70,Female,8063.664
HUN,2001,75,Male,10744.89
HUN,2001,75,Female,12462.98
HUN,2001,80,Male,5837.996
HUN,2001,80,Female,8652.687
HUN,2001,85,Male,7285.444
HUN,2001,85,Female,16992.3
HUN,2002,0,Male,477.9904
HUN,2002,0,Female,374.7857
HUN,2002,5,Male,51.56327
HUN,2002,5,Female,39.74809
HUN,2002,10,Male,75.006
HUN,2002,10,Female,42.86207
HUN,2002,15,Male,174.9448
HUN,2002,15,Female,78.17236
HUN,2002,20,Male,384.5694
HUN,2002,20,Female,112.8462
HUN,2002,25,Male,437.2848
HUN,2002,25,Female,171.1869
HUN,2002,30,Male,582.9281
HUN,2002,30,Female,206.714
HUN,2002,35,Male,1022.784
HUN,2002,35,Female,413.4473
HUN,2002,40,Male,2211.237
HUN,2002,40,Female,903.4022
HUN,2002,45,Male,4075.667
HUN,2002,45,Female,1770.492
HUN,2002,50,Male,5161.082
HUN,2002,50,Female,2188.97
HUN,2002,55,Male,5871.692
HUN,2002,55,Female,2633.164
HUN,2002,60,Male,6665.156
HUN,2002,60,Female,3476.321
HUN,2002,65,Male,7874.551
HUN,2002,65,Female,5172.843
HUN,2002,70,Male,9592.793
HUN,2002,70,Female,7896.289
HUN,2002,75,Male,10431.9
HUN,2002,75,Female,12014.89
HUN,2002,80,Male,6902.184
HUN,2002,80,Female,10382.83
HUN,2002,85,Male,7221.341
HUN,2002,85,Female,16503.03
HUN,2003,0,Male,446.2255
HUN,2003,0,Female,351.8342
HUN,2003,5,Male,47.18803
HUN,2003,5,Female,36.75678
HUN,2003,10,Male,71.44836
HUN,2003,10,Female,41.91742
HUN,2003,15,Male,160.7465
HUN,2003,15,Female,75.06341
HUN,2003,20,Male,320.475
HUN,2003,20,Female,106.8592
HUN,2003,25,Male,445.4492
HUN,2003,25,Female,144.377
HUN,2003,30,Male,597.6799
HUN,2003,30,Female,236.1921
HUN,2003,35,Male,896.7445
HUN,2003,35,Female,364.2751
HUN,2003,40,Male,1916.205
HUN,2003,40,Female,832.2013
HUN,2003,45,Male,4023.415
HUN,2003,45,Female,1683.844
HUN,2003,50,Male,5299.093
HUN,2003,50,Female,2340.354
HUN,2003,55,Male,6085.787
HUN,2003,55,Female,2758.301
HUN,2003,60,Male,7042.699
HUN,2003,60,Female,3606.314
HUN,2003,65,Male,7896.373
HUN,2003,65,Female,4996.075
HUN,2003,70,Male,9757.431
HUN,2003,70,Female,8008.57
HUN,2003,75,Male,10303.67
HUN,2003,75,Female,11890.17
HUN,2003,80,Male,8261.848
HUN,2003,80,Female,12826.92
HUN,2003,85,Male,6773.047
HUN,2003,85,Female,15837.75
HUN,2004,0,Male,421.3884
HUN,2004,0,Female,332.0306
HUN,2004,5,Male,43.23463
HUN,2004,5,Female,33.57215
HUN,2004,10,Male,68.01843
HUN,2004,10,Female,40.62076
HUN,2004,15,Male,181.3004
HUN,2004,15,Female,76.63058
HUN,2004,20,Male,303.5921
HUN,2004,20,Female,86.43132
HUN,2004,25,Male,492.6005
HUN,2004,25,Female,140.8245
HUN,2004,30,Male,572.3559
HUN,2004,30,Female,217.0921
HUN,2004,35,Male,942.5515
HUN,2004,35,Female,362.4897
HUN,2004,40,Male,1751.885
HUN,2004,40,Female,735.4294
HUN,2004,45,Male,3763.353
HUN,2004,45,Female,1572.855
HUN,2004,50,Male,5591.981
HUN,2004,50,Female,2407.351
HUN,2004,55,Male,5815.438
HUN,2004,55,Female,2683.004
HUN,2004,60,Male,7166.347
HUN,2004,60,Female,3727.384
HUN,2004,65,Male,7483.686
HUN,2004,65,Female,4914.118
HUN,2004,70,Male,9262.09
HUN,2004,70,Female,7584.05
HUN,2004,75,Male,9816.094
HUN,2004,75,Female,11018.33
HUN,2004,80,Male,8711.603
HUN,2004,80,Female,13902.72
HUN,2004,85,Male,5955.427
HUN,2004,85,Female,14194.78
HUN,2005,0,Male,399.4024
HUN,2005,0,Female,317.5854
HUN,2005,5,Male,39.80872
HUN,2005,5,Female,30.89322
HUN,2005,10,Male,62.50632
HUN,2005,10,Female,40.66976
HUN,2005,15,Male,168.1701
HUN,2005,15,Female,85.12756
HUN,2005,20,Male,276.4325
HUN,2005,20,Female,89.74312
HUN,2005,25,Male,472.8244
HUN,2005,25,Female,166.0462
HUN,2005,30,Male,522.8561
HUN,2005,30,Female,206.3506
HUN,2005,35,Male,940.0918
HUN,2005,35,Female,404.6335
HUN,2005,40,Male,1654.194
HUN,2005,40,Female,693.2834
HUN,2005,45,Male,3788.534
HUN,2005,45,Female,1474.576
HUN,2005,50,Male,5822.759
HUN,2005,50,Female,2452.002
HUN,2005,55,Male,6110.069
HUN,2005,55,Female,2712.973
HUN,2005,60,Male,7286.759
HUN,2005,60,Female,3577.541
HUN,2005,65,Male,7425.661
HUN,2005,65,Female,4915.345
HUN,2005,70,Male,9221.982
HUN,2005,70,Female,7720.032
HUN,2005,75,Male,9760.413
HUN,2005,75,Female,11263.54
HUN,2005,80,Male,9170.418
HUN,2005,80,Female,14756.49
HUN,2005,85,Male,5933.076
HUN,2005,85,Female,14125.72
HUN,2006,0,Male,381.1943
HUN,2006,0,Female,303.9479
HUN,2006,5,Male,37.22368
HUN,2006,5,Female,28.95207
HUN,2006,10,Male,61.73932
HUN,2006,10,Female,36.55934
HUN,2006,15,Male,187.4976
HUN,2006,15,Female,70.84987
HUN,2006,20,Male,245.7534
HUN,2006,20,Female,76.96745
HUN,2006,25,Male,426.977
HUN,2006,25,Female,141.896
HUN,2006,30,Male,564.3338
HUN,2006,30,Female,222.3112
HUN,2006,35,Male,870.9658
HUN,2006,35,Female,345.085
HUN,2006,40,Male,1539.752
HUN,2006,40,Female,619.2626
HUN,2006,45,Male,3339.711
HUN,2006,45,Female,1381.836
HUN,2006,50,Male,5783.876
HUN,2006,50,Female,2410.716
HUN,2006,55,Male,6322.429
HUN,2006,55,Female,2774.926
HUN,2006,60,Male,7201.997
HUN,2006,60,Female,3642.935
HUN,2006,65,Male,7491.969
HUN,2006,65,Female,4794.858
HUN,2006,70,Male,8564.937
HUN,2006,70,Female,7029.971
HUN,2006,75,Male,8999.529
HUN,2006,75,Female,10195.44
HUN,2006,80,Male,9006.551
HUN,2006,80,Female,14182.39
HUN,2006,85,Male,6255.726
HUN,2006,85,Female,14762.59
HUN,2007,0,Male,362.2031
HUN,2007,0,Female,289.3996
HUN,2007,5,Male,35.34331
HUN,2007,5,Female,27.30262
HUN,2007,10,Male,56.67419
HUN,2007,10,Female,36.0765
HUN,2007,15,Male,175.757
HUN,2007,15,Female,67.92624
HUN,2007,20,Male,239.305
HUN,2007,20,Female,86.45212
HUN,2007,25,Male,358.901
HUN,2007,25,Female,123.3172
HUN,2007,30,Male,575.8021
