iso3,year,age,sex,Nx
KEN,2016,15,Female,2715283
KEN,2016,15,Male,2730315
KEN,2016,20,Female,2277995
KEN,2016,20,Male,2265244
KEN,2016,25,Female,2090898
KEN,2016,25,Male,2060708
KEN,2016,30,Female,1837078
KEN,2016,30,Male,1805144
KEN,2016,35,Female,1494084
KEN,2016,35,Male,1466998
KEN,2016,40,Female,1174401
KEN,2016,40,Male,1150616
KEN,2016,45,Female,895442
KEN,2016,45,Male,868086
KEN,2016,50,Female,687351
KEN,2016,50,Male,647022
KEN,2016,55,Female,530342
KEN,2016,55,Male,476421
KEN,2016,60,Female,405389
KEN,2016,60,Male,342141
KEN,2016,65,Female,275766
KEN,2016,65,Male,217915
KEN,2016,70,Female,161769
KEN,2016,70,Male,117848
KEN,2016,75,Female,103868
KEN,2016,75,Male,66989
KEN,2016,80,Female,57332
KEN,2016,80,Male,32621
KEN,2016,85,Female,22510
KEN,2016,85,Male,10892
KEN,2017,0,Female,3469784
KEN,2017,0,Male,3523818
KEN,2017,5,Female,3433750
KEN,2017,5,Male,3491584
KEN,2017,10,Female,3148986
KEN,2017,10,Male,3196348
KEN,2017,15,Female,2785093
KEN,2017,15,Male,2804528
KEN,2017,20,Female,2355645
KEN,2017,20,Male,2346357
KEN,2017,25,Female,2107726
KEN,2017,25,Male,2078585
KEN,2017,30,Female,1894295
KEN,2017,30,Male,1860145
KEN,2017,35,Female,1557127
KEN,2017,35,Male,1527032
KEN,2017,40,Female,1227592
KEN,2017,40,Male,1201369
KEN,2017,45,Female,940476
KEN,2017,45,Male,912060
KEN,2017,50,Female,717206
KEN,2017,50,Male,677261
KEN,2017,55,Female,552511
KEN,2017,55,Male,498406
KEN,2017,60,Female,422451
KEN,2017,60,Male,357982
KEN,2017,65,Female,294312
KEN,2017,65,Male,232860
KEN,2017,70,Female,174020
KEN,2017,70,Male,127173
KEN,2017,75,Female,104667
KEN,2017,75,Male,67846
KEN,2017,80,Female,59858
KEN,2017,80,Male,34281
KEN,2017,85,Female,25505
KEN,2017,85,Male,12507
KEN,2018,0,Female,3466113
KEN,2018,0,Male,3526868
KEN,2018,5,Female,3451490
KEN,2018,5,Male,3505619
KEN,2018,10,Female,3222053
KEN,2018,10,Male,3272949
KEN,2018,15,Female,2850826
KEN,2018,15,Male,2874581
KEN,2018,20,Female,2444783
KEN,2018,20,Male,2438891
KEN,2018,25,Female,2122267
KEN,2018,25,Male,2094558
KEN,2018,30,Female,1947738
KEN,2018,30,Male,1911712
KEN,2018,35,Female,1620629
KEN,2018,35,Male,1587439
KEN,2018,40,Female,1281881
KEN,2018,40,Male,1252908
KEN,2018,45,Female,988198
KEN,2018,45,Male,958346
KEN,2018,50,Female,749132
KEN,2018,50,Male,709440
KEN,2018,55,Female,576184
KEN,2018,55,Male,521904
KEN,2018,60,Female,439603
KEN,2018,60,Male,374299
KEN,2018,65,Female,313453
KEN,2018,65,Male,248306
KEN,2018,70,Female,188297
KEN,2018,70,Male,137745
KEN,2018,75,Female,106248
KEN,2018,75,Male,69143
KEN,2018,80,Female,62125
KEN,2018,80,Male,35559
KEN,2018,85,Female,27676
KEN,2018,85,Male,13607
KEN,2019,0,Female,3470885
KEN,2019,0,Male,3538565
KEN,2019,5,Female,3458314
KEN,2019,5,Male,3508133
KEN,2019,10,Female,3288073
KEN,2019,10,Male,3341547
KEN,2019,15,Female,2917853
KEN,2019,15,Male,2946154
KEN,2019,20,Female,2534425
KEN,2019,20,Male,2532152
KEN,2019,25,Female,2147323
KEN,2019,25,Male,2121557
KEN,2019,30,Female,1993608
KEN,2019,30,Male,1956453
KEN,2019,35,Female,1683036
KEN,2019,35,Male,1646940
KEN,2019,40,Female,1338246
KEN,2019,40,Male,1306419
KEN,2019,45,Female,1037740
KEN,2019,45,Male,1006246
KEN,2019,50,Female,783921
KEN,2019,50,Male,744267
KEN,2019,55,Female,601292
KEN,2019,55,Male,546976
KEN,2019,60,Female,457739
KEN,2019,60,Male,391806
KEN,2019,65,Female,332530
KEN,2019,65,Male,263904
KEN,2019,70,Female,203771
KEN,2019,70,Male,149091
KEN,2019,75,Female,110092
KEN,2019,75,Male,71858
KEN,2019,80,Female,63903
KEN,2019,80,Male,36289
KEN,2019,85,Female,28834
KEN,2019,85,Male,14025
KEN,2020,0,Female,3486021
KEN,2020,0,Male,3558343
KEN,2020,5,Female,3461279
KEN,2020,5,Male,3508267
KEN,2020,10,Female,3340913
KEN,2020,10,Male,3395310
KEN,2020,15,Female,2988795
KEN,2020,15,Male,3021861
KEN,2020,20,Female,2617391
KEN,2020,20,Male,2619202
KEN,2020,25,Female,2190500
KEN,2020,25,Male,2167181
KEN,2020,30,Female,2030044
KEN,2020,30,Male,1992648
KEN,2020,35,Female,1743029
KEN,2020,35,Male,1704425
KEN,2020,40,Female,1397049
KEN,2020,40,Male,1362401
KEN,2020,45,Female,1088429
KEN,2020,45,Male,1055166
KEN,2020,50,Female,821975
KEN,2020,50,Male,782098
KEN,2020,55,Female,627839
KEN,2020,55,Male,573691
KEN,2020,60,Female,477352
KEN,2020,60,Male,410863
KEN,2020,65,Female,351130
KEN,2020,65,Male,279481
KEN,2020,70,Female,220032
KEN,2020,70,Male,161035
KEN,2020,75,Female,116868
KEN,2020,75,Male,76404
KEN,2020,80,Female,65195
KEN,2020,80,Male,36529
KEN,2020,85,Female,28932
KEN,2020,85,Male,13622
KEN,2021,0,Female,3502153
KEN,2021,0,Male,3582468
KEN,2021,5,Female,3468187
KEN,2021,5,Male,3514891
KEN,2021,10,Female,3383335
KEN,2021,10,Male,3436201
KEN,2021,15,Female,3062907
KEN,2021,15,Male,3099630
KEN,2021,20,Female,2695257
KEN,2021,20,Male,2701163
KEN,2021,25,Female,2251466
KEN,2021,25,Male,2230681
KEN,2021,30,Female,2058610
KEN,2021,30,Male,2020792
KEN,2021,35,Female,1801758
KEN,2021,35,Male,1760146
KEN,2021,40,Female,1458424
KEN,2021,40,Male,1420124
KEN,2021,45,Female,1140242
KEN,2021,45,Male,1103915
KEN,2021,50,Female,862878
KEN,2021,50,Male,821535
KEN,2021,55,Female,655166
KEN,2021,55,Male,600509
KEN,2021,60,Female,496639
KEN,2021,60,Male,429267
KEN,2021,65,Female,366939
KEN,2021,65,Male,293207
KEN,2021,70,Female,235050
KEN,2021,70,Male,172525
KEN,2021,75,Female,124713
KEN,2021,75,Male,82349
KEN,2021,80,Female,66449
KEN,2021,80,Male,37754
KEN,2021,85,Female,32701
KEN,2021,85,Male,15671
KGZ,2000,0,Female,261785
KGZ,2000,0,Male,275999
KGZ,2000,5,Female,287147
KGZ,2000,5,Male,298121
KGZ,2000,10,Female,293758
KGZ,2000,10,Male,302520
KGZ,2000,15,Female,256873
KGZ,2000,15,Male,262388
KGZ,2000,20,Female,217439
KGZ,2000,20,Male,221316
KGZ,2000,25,Female,194314
KGZ,2000,25,Male,196727
KGZ,2000,30,Female,170038
KGZ,2000,30,Male,176504
KGZ,2000,35,Female,174230
KGZ,2000,35,Male,165794
KGZ,2000,40,Female,153011
KGZ,2000,40,Male,143984
KGZ,2000,45,Female,115515
KGZ,2000,45,Male,112239
KGZ,2000,50,Female,78166
KGZ,2000,50,Male,70494
KGZ,2000,55,Female,43899
KGZ,2000,55,Male,41486
KGZ,2000,60,Female,73988
KGZ,2000,60,Male,61998
KGZ,2000,65,Female,56063
KGZ,2000,65,Male,43310
KGZ,2000,70,Female,56242
KGZ,2000,70,Male,37891
KGZ,2000,75,Female,31428
KGZ,2000,75,Male,14457
KGZ,2000,80,Female,13359
KGZ,2000,80,Male,4575
KGZ,2000,85,Female,10470
KGZ,2000,85,Male,3184
KGZ,2001,0,Female,254744
KGZ,2001,0,Male,268683
KGZ,2001,5,Female,282732
KGZ,2001,5,Male,293420
KGZ,2001,10,Female,296255
KGZ,2001,10,Male,304738
KGZ,2001,15,Female,263763
KGZ,2001,15,Male,269367
KGZ,2001,20,Female,221861
KGZ,2001,20,Male,226298
KGZ,2001,25,Female,196557
KGZ,2001,25,Male,199091
KGZ,2001,30,Female,173137
KGZ,2001,30,Male,179236
KGZ,2001,35,Female,174021
KGZ,2001,35,Male,168084
KGZ,2001,40,Female,157340
KGZ,2001,40,Male,147204
KGZ,2001,45,Female,120886
KGZ,2001,45,Male,116755
KGZ,2001,50,Female,84107
KGZ,2001,50,Male,76370
KGZ,2001,55,Female,44512
KGZ,2001,55,Male,41380
KGZ,2001,60,Female,67790
KGZ,2001,60,Male,56890
KGZ,2001,65,Female,56495
KGZ,2001,65,Male,44096
KGZ,2001,70,Female,54019
KGZ,2001,70,Male,37566
KGZ,2001,75,Female,34423
KGZ,2001,75,Male,17873
KGZ,2001,80,Female,14493
KGZ,2001,80,Male,5132
KGZ,2001,85,Female,10414
KGZ,2001,85,Male,3107
KGZ,2002,0,Female,247392
KGZ,2002,0,Male,260719
KGZ,2002,5,Female,276053
KGZ,2002,5,Male,286597
KGZ,2002,10,Female,296293
KGZ,2002,10,Male,304558
KGZ,2002,15,Female,271088
KGZ,2002,15,Male,276814
KGZ,2002,20,Female,226475
KGZ,2002,20,Male,231242
KGZ,2002,25,Female,197638
KGZ,2002,25,Male,201037
KGZ,2002,30,Female,176608
KGZ,2002,30,Male,181648
KGZ,2002,35,Female,172771
KGZ,2002,35,Male,169806
KGZ,2002,40,Female,161159
KGZ,2002,40,Male,150631
KGZ,2002,45,Female,126229
KGZ,2002,45,Male,120520
KGZ,2002,50,Female,88883
KGZ,2002,50,Male,82018
KGZ,2002,55,Female,49016
KGZ,2002,55,Male,44200
KGZ,2002,60,Female,58463
KGZ,2002,60,Male,49353
KGZ,2002,65,Female,58959
KGZ,2002,65,Male,46170
KGZ,2002,70,Female,49995
KGZ,2002,70,Male,35492
KGZ,2002,75,Female,37183
KGZ,2002,75,Male,21489
KGZ,2002,80,Female,15968
KGZ,2002,80,Male,6010
KGZ,2002,85,Female,10092
KGZ,2002,85,Male,2909
KGZ,2003,0,Female,240298
KGZ,2003,0,Male,252701
KGZ,2003,5,Female,267563
KGZ,2003,5,Male,277982
KGZ,2003,10,Female,294431
KGZ,2003,10,Male,302526
KGZ,2003,15,Female,278728
KGZ,2003,15,Male,284547
KGZ,2003,20,Female,231466
KGZ,2003,20,Male,236285
KGZ,2003,25,Female,198809
KGZ,2003,25,Male,203340
KGZ,2003,30,Female,179476
KGZ,2003,30,Male,183580
KGZ,2003,35,Female,171737
KGZ,2003,35,Male,171297
KGZ,2003,40,Female,164399
KGZ,2003,40,Male,154405
KGZ,2003,45,Female,131662
KGZ,2003,45,Male,123949
KGZ,2003,50,Female,92985
KGZ,2003,50,Male,87351
KGZ,2003,55,Female,55765
KGZ,2003,55,Male,48919
KGZ,2003,60,Female,48617
KGZ,2003,60,Male,41448
KGZ,2003,65,Female,61688
KGZ,2003,65,Male,48202
KGZ,2003,70,Female,45695
KGZ,2003,70,Male,32798
KGZ,2003,75,Female,38978
KGZ,2003,75,Male,24455
KGZ,2003,80,Female,17798
KGZ,2003,80,Male,7420
KGZ,2003,85,Female,9620
KGZ,2003,85,Male,2618
KGZ,2004,0,Female,235714
KGZ,2004,0,Male,247113
KGZ,2004,5,Female,258133
KGZ,2004,5,Male,268250
KGZ,2004,10,Female,291295
KGZ,2004,10,Male,299154
KGZ,2004,15,Female,285888
KGZ,2004,15,Male,291595
KGZ,2004,20,Female,237294
KGZ,2004,20,Male,241884
KGZ,2004,25,Female,201077
KGZ,2004,25,Male,206486
KGZ,2004,30,Female,181216
KGZ,2004,30,Male,185081
KGZ,2004,35,Female,171960
KGZ,2004,35,Male,172918
KGZ,2004,40,Female,167035
KGZ,2004,40,Male,158342
KGZ,2004,45,Female,137141
KGZ,2004,45,Male,127560
KGZ,2004,50,Female,97247
KGZ,2004,50,Male,92348
KGZ,2004,55,Female,62539
KGZ,2004,55,Male,54140
KGZ,2004,60,Female,41580
KGZ,2004,60,Male,35704
KGZ,2004,65,Female,62335
KGZ,2004,65,Male,48414
KGZ,2004,70,Female,42794
KGZ,2004,70,Male,30807
KGZ,2004,75,Female,39219
KGZ,2004,75,Male,25998
KGZ,2004,80,Female,19812
KGZ,2004,80,Male,9383
KGZ,2004,85,Female,9180
KGZ,2004,85,Male,2359
KGZ,2005,0,Female,236135
KGZ,2005,0,Male,246748
KGZ,2005,5,Female,248701
KGZ,2005,5,Male,258180
KGZ,2005,10,Female,286964
KGZ,2005,10,Male,294407
KGZ,2005,15,Female,291728
KGZ,2005,15,Male,296994
KGZ,2005,20,Female,244436
KGZ,2005,20,Male,248526
KGZ,2005,25,Female,204669
KGZ,2005,25,Male,210438
KGZ,2005,30,Female,182189
KGZ,2005,30,Male,186466
KGZ,2005,35,Female,173373
KGZ,2005,35,Male,174694
KGZ,2005,40,Female,169245
KGZ,2005,40,Male,162127
KGZ,2005,45,Female,142551
KGZ,2005,45,Male,131694
KGZ,2005,50,Female,102197
KGZ,2005,50,Male,97052
KGZ,2005,55,Female,68182
KGZ,2005,55,Male,59090
KGZ,2005,60,Female,38885
KGZ,2005,60,Male,33275
KGZ,2005,65,Female,59940
KGZ,2005,65,Male,46131
KGZ,2005,70,Female,41889
KGZ,2005,70,Male,30043
KGZ,2005,75,Female,37980
KGZ,2005,75,Male,25989
KGZ,2005,80,Female,21662
KGZ,2005,80,Male,11594
KGZ,2005,85,Female,8882
KGZ,2005,85,Male,2284
KGZ,2006,0,Female,242270
KGZ,2006,0,Male,252982
KGZ,2006,5,Female,243271
KGZ,2006,5,Male,253375
KGZ,2006,10,Female,281939
KGZ,2006,10,Male,290070
KGZ,2006,15,Female,298165
KGZ,2006,15,Male,303214
KGZ,2006,20,Female,251680
KGZ,2006,20,Male,256388
KGZ,2006,25,Female,206802
KGZ,2006,25,Male,212043
KGZ,2006,30,Female,182303
KGZ,2006,30,Male,185816
KGZ,2006,35,Female,172294
KGZ,2006,35,Male,173414
KGZ,2006,40,Female,170166
KGZ,2006,40,Male,163745
KGZ,2006,45,Female,147536
KGZ,2006,45,Male,135481
KGZ,2006,50,Female,108736
KGZ,2006,50,Male,101777
KGZ,2006,55,Female,73176
KGZ,2006,55,Male,63409
KGZ,2006,60,Female,39885
KGZ,2006,60,Male,33841
KGZ,2006,65,Female,55505
KGZ,2006,65,Male,42570
KGZ,2006,70,Female,42970
KGZ,2006,70,Male,30644
KGZ,2006,75,Female,35786
KGZ,2006,75,Male,24532
KGZ,2006,80,Female,22654
KGZ,2006,80,Male,12781
KGZ,2006,85,Female,10105
KGZ,2006,85,Male,3054
KGZ,2007,0,Female,251688
KGZ,2007,0,Male,262495
KGZ,2007,5,Female,239730
KGZ,2007,5,Male,250068
KGZ,2007,10,Female,275582
KGZ,2007,10,Male,284348
KGZ,2007,15,Female,302216
KGZ,2007,15,Male,307093
KGZ,2007,20,Female,262879
KGZ,2007,20,Male,267578
KGZ,2007,25,Female,209249
KGZ,2007,25,Male,214353
KGZ,2007,30,Female,182583
KGZ,2007,30,Male,185350
KGZ,2007,35,Female,171518
KGZ,2007,35,Male,171885
KGZ,2007,40,Female,169984
KGZ,2007,40,Male,164210
KGZ,2007,45,Female,152450
KGZ,2007,45,Male,139796
KGZ,2007,50,Female,115480
KGZ,2007,50,Male,105898
KGZ,2007,55,Female,78098
KGZ,2007,55,Male,68157
KGZ,2007,60,Female,43730
KGZ,2007,60,Male,36082
KGZ,2007,65,Female,48958
KGZ,2007,65,Male,37596
KGZ,2007,70,Female,45697
KGZ,2007,70,Male,32353
KGZ,2007,75,Female,33056
KGZ,2007,75,Male,22346
KGZ,2007,80,Female,23122
KGZ,2007,80,Male,13677
KGZ,2007,85,Female,11285
KGZ,2007,85,Male,3794
KGZ,2008,0,Female,264458
KGZ,2008,0,Male,275511
KGZ,2008,5,Female,238377
KGZ,2008,5,Male,248607
KGZ,2008,10,Female,268538
KGZ,2008,10,Male,277874
KGZ,2008,15,Female,302924
KGZ,2008,15,Male,308077
KGZ,2008,20,Female,277427
KGZ,2008,20,Male,281222
KGZ,2008,25,Female,212389
KGZ,2008,25,Male,217941
KGZ,2008,30,Female,183000
KGZ,2008,30,Male,185123
KGZ,2008,35,Female,170945
KGZ,2008,35,Male,170247
KGZ,2008,40,Female,168834
KGZ,2008,40,Male,163496
KGZ,2008,45,Female,157178
KGZ,2008,45,Male,144464
KGZ,2008,50,Female,121941
KGZ,2008,50,Male,109407
KGZ,2008,55,Female,83463
KGZ,2008,55,Male,73480
KGZ,2008,60,Female,49015
KGZ,2008,60,Male,39028
KGZ,2008,65,Female,42239
KGZ,2008,65,Male,32705
KGZ,2008,70,Female,48523
KGZ,2008,70,Male,34029
KGZ,2008,75,Female,30756
KGZ,2008,75,Male,20218
KGZ,2008,80,Female,22850
KGZ,2008,80,Male,14001
KGZ,2008,85,Female,12245
KGZ,2008,85,Male,4437
KGZ,2009,0,Female,279703
KGZ,2009,0,Male,291298
KGZ,2009,5,Female,239279
KGZ,2009,5,Male,249253
KGZ,2009,10,Female,261609
KGZ,2009,10,Male,271488
KGZ,2009,15,Female,300728
KGZ,2009,15,Male,306670
KGZ,2009,20,Female,292595
KGZ,2009,20,Male,295002
KGZ,2009,25,Female,217490
KGZ,2009,25,Male,223871
KGZ,2009,30,Female,183647
KGZ,2009,30,Male,185404
KGZ,2009,35,Female,170336
KGZ,2009,35,Male,168598
KGZ,2009,40,Female,167253
KGZ,2009,40,Male,162031
KGZ,2009,45,Female,161195
KGZ,2009,45,Male,148756
KGZ,2009,50,Female,127925
KGZ,2009,50,Male,112819
KGZ,2009,55,Female,89545
KGZ,2009,55,Male,79040
KGZ,2009,60,Female,54269
KGZ,2009,60,Male,42005
KGZ,2009,65,Female,37705
KGZ,2009,65,Male,29456
KGZ,2009,70,Female,49628
KGZ,2009,70,Male,34392
KGZ,2009,75,Female,29777
KGZ,2009,75,Male,18939
KGZ,2009,80,Female,21789
KGZ,2009,80,Male,13536
KGZ,2009,85,Female,12783
KGZ,2009,85,Male,4894
KGZ,2010,0,Female,296343
KGZ,2010,0,Male,308909
KGZ,2010,5,Female,242366
KGZ,2010,5,Male,252158
KGZ,2010,10,Female,255465
KGZ,2010,10,Male,265856
KGZ,2010,15,Female,296696
KGZ,2010,15,Male,303732
KGZ,2010,20,Female,305356
KGZ,2010,20,Male,306653
KGZ,2010,25,Female,225983
KGZ,2010,25,Male,233036
KGZ,2010,30,Female,184690
KGZ,2010,30,Male,186594
KGZ,2010,35,Female,169502
KGZ,2010,35,Male,166978
KGZ,2010,40,Female,165688
KGZ,2010,40,Male,160263
KGZ,2010,45,Female,163960
KGZ,2010,45,Male,151922
KGZ,2010,50,Female,133575
KGZ,2010,50,Male,116730
KGZ,2010,55,Female,96102
KGZ,2010,55,Male,84293
KGZ,2010,60,Female,59067
KGZ,2010,60,Male,45105
KGZ,2010,65,Female,36266
KGZ,2010,65,Male,28232
KGZ,2010,70,Female,48391
KGZ,2010,70,Male,33122
KGZ,2010,75,Female,30251
KGZ,2010,75,Male,18682
KGZ,2010,80,Female,20229
KGZ,2010,80,Male,12393
KGZ,2010,85,Female,12689
KGZ,2010,85,Male,5021
KGZ,2011,0,Female,315730
KGZ,2011,0,Male,329560
KGZ,2011,5,Female,247423
KGZ,2011,5,Male,257167
KGZ,2011,10,Female,249166
KGZ,2011,10,Male,259370
KGZ,2011,15,Female,286464
KGZ,2011,15,Male,295085
KGZ,2011,20,Female,307629
KGZ,2011,20,Male,308771
KGZ,2011,25,Female,240096
KGZ,2011,25,Male,245688
KGZ,2011,30,Female,189995
KGZ,2011,30,Male,192455
KGZ,2011,35,Female,171364
KGZ,2011,35,Male,168516
KGZ,2011,40,Female,164307
KGZ,2011,40,Male,158622
KGZ,2011,45,Female,164699
KGZ,2011,45,Male,153204
KGZ,2011,50,Female,139451
KGZ,2011,50,Male,122419
KGZ,2011,55,Female,102287
KGZ,2011,55,Male,88697
KGZ,2011,60,Female,65061
KGZ,2011,60,Male,50420
KGZ,2011,65,Female,36216
KGZ,2011,65,Male,27739
KGZ,2011,70,Female,45371
KGZ,2011,70,Male,31002
KGZ,2011,75,Female,32434
KGZ,2011,75,Male,20493
KGZ,2011,80,Female,19893
KGZ,2011,80,Male,11958
KGZ,2011,85,Female,13513
KGZ,2011,85,Male,5662
KGZ,2012,0,Female,334586
KGZ,2012,0,Male,349929
KGZ,2012,5,Female,255772
KGZ,2012,5,Male,265834
KGZ,2012,10,Female,245031
KGZ,2012,10,Male,254952
KGZ,2012,15,Female,276499
KGZ,2012,15,Male,286341
KGZ,2012,20,Female,304704
KGZ,2012,20,Male,307206
KGZ,2012,25,Female,256084
KGZ,2012,25,Male,259525
KGZ,2012,30,Female,195752
KGZ,2012,30,Male,199030
KGZ,2012,35,Female,173771
KGZ,2012,35,Male,170926
KGZ,2012,40,Female,164132
KGZ,2012,40,Male,157955
KGZ,2012,45,Female,163667
KGZ,2012,45,Male,152694
KGZ,2012,50,Female,145320
KGZ,2012,50,Male,128635
KGZ,2012,55,Female,108365
KGZ,2012,55,Male,92821
KGZ,2012,60,Female,71154
KGZ,2012,60,Male,56141
KGZ,2012,65,Female,38853
KGZ,2012,65,Male,28889
KGZ,2012,70,Female,40245
KGZ,2012,70,Male,27560
KGZ,2012,75,Female,35401
KGZ,2012,75,Male,22610
KGZ,2012,80,Female,19619
KGZ,2012,80,Male,11692
KGZ,2012,85,Female,13912
KGZ,2012,85,Male,5976
KGZ,2013,0,Female,351802
KGZ,2013,0,Male,368767
KGZ,2013,5,Female,267173
KGZ,2013,5,Male,277872
KGZ,2013,10,Female,242980
KGZ,2013,10,Male,252691
KGZ,2013,15,Female,267617
KGZ,2013,15,Male,278009
KGZ,2013,20,Female,298027
KGZ,2013,20,Male,303099
KGZ,2013,25,Female,271517
KGZ,2013,25,Male,272618
KGZ,2013,30,Female,202665
KGZ,2013,30,Male,206637
KGZ,2013,35,Female,176610
KGZ,2013,35,Male,174111
KGZ,2013,40,Female,165327
KGZ,2013,40,Male,158543
KGZ,2013,45,Female,161436
KGZ,2013,45,Male,150890
KGZ,2013,50,Female,150665
KGZ,2013,50,Male,134491
KGZ,2013,55,Female,114522
KGZ,2013,55,Male,97383
KGZ,2013,60,Female,77062
KGZ,2013,60,Male,61548
KGZ,2013,65,Female,43681
KGZ,2013,65,Male,31635
KGZ,2013,70,Female,34442
KGZ,2013,70,Male,23779
KGZ,2013,75,Female,38057
KGZ,2013,75,Male,24101
KGZ,2013,80,Female,19844
KGZ,2013,80,Male,12073
KGZ,2013,85,Female,13825
KGZ,2013,85,Male,5813
KGZ,2014,0,Female,365831
KGZ,2014,0,Male,384239
KGZ,2014,5,Female,280694
KGZ,2014,5,Male,292240
KGZ,2014,10,Female,243396
KGZ,2014,10,Male,253040
KGZ,2014,15,Female,260394
KGZ,2014,15,Male,270749
KGZ,2014,20,Female,289959
KGZ,2014,20,Male,297926
KGZ,2014,25,Female,283274
KGZ,2014,25,Male,282695
KGZ,2014,30,Female,211616
KGZ,2014,30,Male,215698
KGZ,2014,35,Female,180133
KGZ,2014,35,Male,178229
KGZ,2014,40,Female,167537
KGZ,2014,40,Male,160232
KGZ,2014,45,Female,159220
KGZ,2014,45,Male,148881
KGZ,2014,50,Female,154781
KGZ,2014,50,Male,138987
KGZ,2014,55,Female,120847
KGZ,2014,55,Male,102816
KGZ,2014,60,Female,82874
KGZ,2014,60,Male,66361
KGZ,2014,65,Female,49550
KGZ,2014,65,Male,35482
KGZ,2014,70,Female,30080
KGZ,2014,70,Male,20937
KGZ,2014,75,Female,39081
KGZ,2014,75,Male,24179
KGZ,2014,80,Female,20865
KGZ,2014,80,Male,13199
KGZ,2014,85,Female,13278
KGZ,2014,85,Male,5221
KGZ,2015,0,Female,376094
KGZ,2015,0,Male,395574
KGZ,2015,5,Female,294792
KGZ,2015,5,Male,307255
KGZ,2015,10,Female,246844
KGZ,2015,10,Male,256560
KGZ,2015,15,Female,254992
KGZ,2015,15,Male,265041
KGZ,2015,20,Female,282201
KGZ,2015,20,Male,292535
KGZ,2015,25,Female,289775
KGZ,2015,25,Male,288798
KGZ,2015,30,Female,222690
KGZ,2015,30,Male,226099
KGZ,2015,35,Female,184684
KGZ,2015,35,Male,183448
KGZ,2015,40,Female,170225
KGZ,2015,40,Male,162656
KGZ,2015,45,Female,158086
KGZ,2015,45,Male,147639
KGZ,2015,50,Female,157237
KGZ,2015,50,Male,141643
KGZ,2015,55,Female,127227
KGZ,2015,55,Male,108897
KGZ,2015,60,Female,88865
KGZ,2015,60,Male,70925
KGZ,2015,65,Female,55504
KGZ,2015,65,Male,39776
KGZ,2015,70,Female,28472
KGZ,2015,70,Male,19775
KGZ,2015,75,Female,37968
KGZ,2015,75,Male,22787
KGZ,2015,80,Female,22560
KGZ,2015,80,Male,14655
KGZ,2015,85,Female,12418
KGZ,2015,85,Male,4429
KGZ,2016,0,Female,387474
KGZ,2016,0,Male,408238
KGZ,2016,5,Female,308775
KGZ,2016,5,Male,322213
KGZ,2016,10,Female,251129
KGZ,2016,10,Male,261021
KGZ,2016,15,Female,249557
KGZ,2016,15,Male,259243
KGZ,2016,20,Female,275810
KGZ,2016,20,Male,286953
KGZ,2016,25,Female,293408
KGZ,2016,25,Male,293436
KGZ,2016,30,Female,235053
KGZ,2016,30,Male,237478
KGZ,2016,35,Female,189047
KGZ,2016,35,Male,188701
KGZ,2016,40,Female,171789
KGZ,2016,40,Male,164706
KGZ,2016,45,Female,158432
KGZ,2016,45,Male,148001
KGZ,2016,50,Female,158040
KGZ,2016,50,Male,142500
KGZ,2016,55,Female,133224
KGZ,2016,55,Male,114237
KGZ,2016,60,Female,94946
KGZ,2016,60,Male,76161
KGZ,2016,65,Female,60591
KGZ,2016,65,Male,43246
KGZ,2016,70,Female,29519
KGZ,2016,70,Male,19986
KGZ,2016,75,Female,34329
KGZ,2016,75,Male,19757
KGZ,2016,80,Female,23737
KGZ,2016,80,Male,14453
KGZ,2016,85,Female,13750
KGZ,2016,85,Male,5387
KGZ,2017,0,Female,388824
KGZ,2017,0,Male,409977
KGZ,2017,5,Female,325480
KGZ,2017,5,Male,340197
KGZ,2017,10,Female,258600
KGZ,2017,10,Male,268819
KGZ,2017,15,Female,245604
KGZ,2017,15,Male,255084
KGZ,2017,20,Female,269785
KGZ,2017,20,Male,280962
KGZ,2017,25,Female,293336
KGZ,2017,25,Male,295597
KGZ,2017,30,Female,250266
KGZ,2017,30,Male,250979
KGZ,2017,35,Female,194504
KGZ,2017,35,Male,195136
KGZ,2017,40,Female,173648
KGZ,2017,40,Male,167294
KGZ,2017,45,Female,160283
KGZ,2017,45,Male,149705
KGZ,2017,50,Female,157576
KGZ,2017,50,Male,142293
KGZ,2017,55,Female,139518
KGZ,2017,55,Male,119921
KGZ,2017,60,Female,101492
KGZ,2017,60,Male,81710
KGZ,2017,65,Female,65687
KGZ,2017,65,Male,47146
KGZ,2017,70,Female,33069
KGZ,2017,70,Male,21545
KGZ,2017,75,Female,29497
KGZ,2017,75,Male,16366
KGZ,2017,80,Female,25059
KGZ,2017,80,Male,13877
KGZ,2017,85,Female,14799
KGZ,2017,85,Male,6092
KGZ,2018,0,Female,383407
KGZ,2018,0,Male,404314
KGZ,2018,5,Female,343843
KGZ,2018,5,Male,360078
KGZ,2018,10,Female,268536
KGZ,2018,10,Male,279205
KGZ,2018,15,Female,243345
KGZ,2018,15,Male,252758
KGZ,2018,20,Female,263972
KGZ,2018,20,Male,274636
KGZ,2018,25,Female,290159
KGZ,2018,25,Male,295314
KGZ,2018,30,Female,266104
KGZ,2018,30,Male,264906
KGZ,2018,35,Female,201316
KGZ,2018,35,Male,202782
KGZ,2018,40,Female,175894
KGZ,2018,40,Male,170455
KGZ,2018,45,Female,163026
KGZ,2018,45,Male,152262
KGZ,2018,50,Female,156359
KGZ,2018,50,Male,141480
