iso3,year,month,adj.ac
ROU,2020,2,22146
ROU,2020,3,22715.2857142857
ROU,2020,4,21892.8571428571
ROU,2020,5,20896.2857142857
ROU,2020,6,21057.8571428571
ROU,2020,7,22365.4285714286
ROU,2020,8,23222
ROU,2020,9,21840.7142857143
ROU,2020,10,27839.5714285714
ROU,2020,11,35090.7142857143
ROU,2020,12,34199.8571428571
ROU,2021,1,29526.7142857143
ROU,2021,2,24130
ROU,2021,3,29855
ROU,2021,4,29740.2857142857
ROU,2021,5,24043
ROU,2021,6,21235
ROU,2021,7,21292.4285714286
ROU,2021,8,20590.7142857143
ROU,2021,9,25617.5714285714
ROU,2021,10,46815
ROU,2021,11,35616
ROU,2021,12,25777.2857142857
RUS,2020,1,161007.1
RUS,2020,2,147290.4
RUS,2020,3,154923
RUS,2020,4,152500.1
RUS,2020,5,173281.8
RUS,2020,6,168436.1
RUS,2020,7,176449.7
RUS,2020,8,161629.9
RUS,2020,9,165758.5
RUS,2020,10,215817.7
RUS,2020,11,228543.6
RUS,2020,12,232948
RUS,2021,1,219769
RUS,2021,2,172672
RUS,2021,3,191320
RUS,2021,4,168345
RUS,2021,5,162283
RUS,2021,6,185655
RUS,2021,7,215265
RUS,2021,8,208237
RUS,2021,9,201945
RUS,2021,10,247197
RUS,2021,11,257292
RUS,2021,12,215529
SGP,2020,1,2602.02945819021
SGP,2020,2,2225.67089006676
SGP,2020,3,2382.78595714087
SGP,2020,4,2406.95750592151
SGP,2020,5,2382.03059624148
SGP,2020,6,2233.41333928555
SGP,2020,7,2194.13457251702
SGP,2020,8,2333.12097800567
SGP,2020,9,2201.68818151097
SGP,2020,10,2200.36629993703
SGP,2020,11,2245.68795390072
SGP,2020,12,2313.67043484625
SGP,2021,1,2355.40412453781
SGP,2021,2,2224.72668894251
SGP,2021,3,2404.31374277362
SGP,2021,4,2422.63124458395
SGP,2021,5,2522.52772352891
SGP,2021,6,2481.17171428704
SGP,2021,7,2497.48461802649
SGP,2021,8,2452.43980527651
SGP,2021,9,2436.17362289457
SGP,2021,10,3106.84083494978
SGP,2021,11,2932.91780794293
SGP,2021,12,2626.36283228336
SLV,2020,1,4545
SLV,2020,2,3102
SLV,2020,3,2610
SLV,2020,4,1906
SLV,2020,5,2082
SLV,2020,6,5930
SLV,2020,7,8467
SLV,2020,8,5210
SMR,2020,1,27.6206170021641
SMR,2020,2,33.6250989591564
SMR,2020,3,61.2457159613205
SMR,2020,4,32.9388724497858
SMR,2020,5,31.2233061763595
SMR,2020,6,32.0810893130727
SMR,2020,7,30.1939664123037
SMR,2020,8,25.0472675920246
SMR,2020,9,20.4152386537735
SMR,2020,10,29.8508531576184
SMR,2020,11,33.2819857044711
SMR,2020,12,54.7265641223004
SMR,2021,1,27.9637302568494
SMR,2021,2,38.2571278974075
SMR,2021,3,40.6589206802044
SMR,2021,4,34.8259953505548
SMR,2021,5,23.1601446912557
SMR,2021,6,22.4739181818851
SMR,2021,7,28.4784001388773
SMR,2021,8,26.5912772381083
SMR,2021,9,27.1059471201362
SMR,2021,10,35.1691086052401
SMR,2021,11,26.4197206107657
SMR,2021,12,36.3700049966385
SRB,2020,1,11253.4872942751
SRB,2020,2,10478.2875322478
SRB,2020,3,10301.8470577776
SRB,2020,4,9818.05866003667
SRB,2020,5,9791.87717027657
SRB,2020,6,9476.56096751365
SRB,2020,7,11409.4379071939
SRB,2020,8,9937.58285241972
SRB,2020,9,9246.61918788149
SRB,2020,10,9508.43408548247
SRB,2020,11,12333.7583282895
SRB,2020,12,19716.9384406371
SRB,2021,1,11857.9382100408
SRB,2021,2,11572.2184739632
SRB,2021,3,14743.5937118603
SRB,2021,4,14410.0642988295
SRB,2021,5,11980.8773793491
SRB,2021,6,10356.4866885813
SRB,2021,7,9581.28692655404
SRB,2021,8,9615.43669580634
SRB,2021,9,12558.008479713
SRB,2021,10,16694.6838618084
SRB,2021,11,17203.5154236677
SRB,2021,12,14125.4828883936
SUR,2020,1,372
SUR,2020,2,388
SUR,2020,3,338
SUR,2020,4,321
SUR,2020,5,317
SUR,2020,6,367
SUR,2020,7,379
SUR,2020,8,450
SUR,2020,9,408
SUR,2020,10,402
SUR,2020,11,343
SUR,2020,12,400
SUR,2021,1,427
SUR,2021,2,333
SUR,2021,3,338
SUR,2021,4,360
SUR,2021,5,547
SUR,2021,6,704
SUR,2021,7,595
SUR,2021,8,497
SUR,2021,9,666
SUR,2021,10,701
SUR,2021,11,441
SUR,2021,12,164
SVK,2020,1,4950.85714285714
SVK,2020,2,4687.57142857143
SVK,2020,3,4957.28571428572
SVK,2020,4,4247.57142857143
SVK,2020,5,4264.71428571429
SVK,2020,6,4063.28571428571
SVK,2020,7,4283.42857142857
SVK,2020,8,4428.57142857143
SVK,2020,9,4379.71428571429
SVK,2020,10,5399.42857142857
SVK,2020,11,6060.57142857143
SVK,2020,12,7487
SVK,2021,1,9057.14285714286
SVK,2021,2,8021.85714285714
SVK,2021,3,7480.14285714286
SVK,2021,4,5525.42857142857
SVK,2021,5,4667.57142857143
SVK,2021,6,4400.85714285714
SVK,2021,7,4324.42857142857
SVK,2021,8,4254
SVK,2021,9,4687
SVK,2021,10,5694.42857142857
SVK,2021,11,7512.85714285714
SVK,2021,12,7058.85714285714
SVN,2020,1,1976.89745146953
SVN,2020,2,1906.00754720428
SVN,2020,3,1878.08122128161
SVN,2020,4,1734.29644576181
SVN,2020,5,1630.03816231717
SVN,2020,6,1625.5985925551
SVN,2020,7,1604.54643916724
SVN,2020,8,1635.48021557389
SVN,2020,9,1695.48601332568
SVN,2020,10,2163.07295762067
SVN,2020,11,3135.33873551307
SVN,2020,12,3261.50844391242
SVN,2021,1,2629.22778263757
SVN,2021,2,1864.61930006761
SVN,2021,3,1955.12923844262
SVN,2021,4,1812.6333702731
SVN,2021,5,1775.39826904287
SVN,2021,6,1686.75008572936
SVN,2021,7,1532.42857142857
SVN,2021,8,1501.85714285714
SVN,2021,9,1769.57142857143
SVN,2021,10,1992.42857142857
SVN,2021,11,2418.14285714286
SVN,2021,12,2254
SWE,2020,1,8688
SWE,2020,2,7855
SWE,2020,3,8911
SWE,2020,4,10994
SWE,2020,5,9291
SWE,2020,6,7749
SWE,2020,7,7375
SWE,2020,8,7259
SWE,2020,9,7057
SWE,2020,10,7589
SWE,2020,11,8580
SWE,2020,12,10674
SWE,2021,1,10593
SWE,2021,2,7863
SWE,2021,3,8125
SWE,2021,4,7613
SWE,2021,5,7558
SWE,2021,6,6875
SWE,2021,7,6447
SWE,2021,8,8044
SWE,2021,9,6807
SWE,2021,10,6858
SWE,2021,11,9013
SWE,2021,12,10959
SYC,2020,1,65
SYC,2020,2,61
SYC,2020,3,57
SYC,2020,4,59
SYC,2020,5,41
SYC,2020,6,52
SYC,2020,7,56
SYC,2020,8,50
SYC,2020,9,54
SYC,2020,10,43
SYC,2020,11,66
SYC,2020,12,64
SYC,2021,1,69
SYC,2021,2,74
SYC,2021,3,70
SYC,2021,4,71
SYC,2021,5,91
SYC,2021,6,109
TGO,2020,1,5054.03903825146
TGO,2020,2,4633.27683371165
TGO,2020,3,4643.06200125909
TGO,2020,4,4427.78831521546
TGO,2020,5,4251.65529936159
TGO,2020,6,3972.77802425962
TGO,2020,7,3977.67060803334
TGO,2020,8,4085.30745105515
TGO,2020,9,3806.43017595318
TGO,2020,10,3703.68591670509
TGO,2020,11,3596.04907368328
TGO,2020,12,3326.95696612875
TGO,2021,1,4398.43281257315
TGO,2021,2,4373.96989370456
TGO,2021,3,5259.52755674765
TGO,2021,4,4740.91367673346
TGO,2021,5,4114.66295369746
TGO,2021,6,3845.57084614293
TGO,2021,7,4814.30243333924
TGO,2021,8,4677.31008767512
TGO,2021,9,4501.17707182125
TGO,2021,10,3767.28950576343
TGO,2021,11,4339.72180728853
TGO,2021,12,3669.43783028906
THA,2020,1,47125
THA,2020,2,39758
THA,2020,3,44304
THA,2020,4,40057
THA,2020,5,39674
THA,2020,6,39479
THA,2020,7,39817
THA,2020,8,40999
THA,2020,9,39361
THA,2020,10,41640
THA,2020,11,43545
THA,2020,12,45679
THA,2021,1,46685
THA,2021,2,38228
THA,2021,3,46748
THA,2021,4,42435
THA,2021,5,45387
THA,2021,6,43522
THA,2021,7,48944
THA,2021,8,57125
THA,2021,9,48129
THA,2021,10,46448
THA,2021,11,48892
THA,2021,12,51107
TJK,2020,1,5005.05401539613
TJK,2020,2,4328.37309729314
TJK,2020,3,4314.95871785938
TJK,2020,4,4277.6965527656
TJK,2020,5,7552.29562120673
TJK,2020,6,4820.233676531
TJK,2020,7,4662.24209653338
TJK,2020,8,5019.95888143364
TJK,2020,9,5306.13230935385
TJK,2020,10,7181.16445687271
TJK,2020,11,6142.2952940582
TJK,2020,12,4923.07725218982
TUN,2020,1,7465
TUN,2020,2,6950
TUN,2020,3,6297
TUN,2020,4,5038
TUN,2020,5,4759
TUN,2020,6,4717
TUN,2020,7,5218
TUN,2020,8,5855
TUN,2020,9,5394
TUN,2020,10,7635
TUN,2020,11,7537
TUN,2020,12,8193
TUN,2021,1,9510
TUN,2021,2,6424
TUN,2021,3,6236
TUN,2021,4,7321
UKR,2020,1,54828.8128432098
UKR,2020,2,48199.4458435887
UKR,2020,3,49424.6821387979
UKR,2020,4,47273.8708459557
UKR,2020,5,45695.7910433616
UKR,2020,6,48112.5133852475
UKR,2020,7,48372.2880254671
UKR,2020,8,45008.5132550639
UKR,2020,9,49471.7279397826
UKR,2020,10,60389.4219726358
UKR,2020,11,64880.2504970629
UKR,2020,12,69201.3050440236
UKR,2021,1,59033.2756225128
UKR,2021,2,52559.3643131019
UKR,2021,3,66414.3527030844
UKR,2021,4,70181.0849862693
UKR,2021,5,58595.5451263947
UKR,2021,6,50192.7559766127
UKR,2021,7,47916.1483028767
UKR,2021,8,44527.8278971772
UKR,2021,9,49525.9328843953
UKR,2021,10,75970.7867117946
UKR,2021,11,89859.5253503096
UKR,2021,12,65725.0294451788
URY,2020,1,2546
URY,2020,2,2427
URY,2020,3,2601
URY,2020,4,2511
URY,2020,5,2718
URY,2020,6,2707
URY,2020,7,3162
URY,2020,8,2952
URY,2020,9,2866
URY,2020,10,2721
URY,2020,11,2568
URY,2020,12,2859
URY,2021,1,3140
URY,2021,2,1877
URY,2021,3,3115
URY,2021,4,4467
URY,2021,5,4808
URY,2021,6,4437
URY,2021,7,3702
URY,2021,8,3372
URY,2021,9,3068
URY,2021,10,2766
URY,2021,11,2804
URY,2021,12,3043
USA,2020,1,273026.651957798
USA,2020,2,253250.449170093
USA,2020,3,280813.365649907
USA,2020,4,331501.294641164
USA,2020,5,290341.389505325
USA,2020,6,259175.48223383
USA,2020,7,288063.655379918
USA,2020,8,286833.661228939
USA,2020,9,265945.767041809
USA,2020,10,282952.119888658
USA,2020,11,313817.174844406
USA,2020,12,379203.002242095
USA,2021,1,385827.217859954
USA,2021,2,291985.664827472
USA,2021,3,280342.960826316
USA,2021,4,265522.771935132
USA,2021,5,267169.705746078
USA,2021,6,253426.500206112
USA,2021,7,266418.23957891
USA,2021,8,314366.005087566
USA,2021,9,322235.575013909
USA,2021,10,310349.02851236
USA,2021,11,297831.681696351
USA,2021,12,328480.955977918
UZB,2020,1,12267.8870165854
UZB,2020,2,15084.7860019849
UZB,2020,3,13917.0453197309
UZB,2020,4,12793.3703235997
UZB,2020,5,12990.5642689992
UZB,2020,6,15188.3403643734
UZB,2020,7,19107.9831449958
UZB,2020,8,22810.6024214634
UZB,2020,9,14498.7123765517
UZB,2020,10,17217.565210328
UZB,2020,11,15647.7251422035
UZB,2020,12,21964.5412479058
UZB,2021,1,13132.6761067452
UZB,2021,2,16196.3429344323
UZB,2021,3,14985.6382082086
UZB,2021,4,13695.6152469638
UZB,2021,5,13704.4283841884
UZB,2021,6,16115.9230572582
UZB,2021,7,19466.0168447435
UZB,2021,8,23363.6267823045
UZB,2021,9,14823.6968117073
UZB,2021,10,15093.5991392094
UZB,2021,11,14300.4167889992
UZB,2021,12,17402.6410920437
ZAF,2020,1,41601.7142857143
ZAF,2020,2,39049
ZAF,2020,3,41147.4285714286
ZAF,2020,4,36879.7142857143
ZAF,2020,5,41020
ZAF,2020,6,51381.1428571429
ZAF,2020,7,69887.2857142857
ZAF,2020,8,56352.7142857143
ZAF,2020,9,44555.7142857143
ZAF,2020,10,46097
ZAF,2020,11,46065.7142857143
ZAF,2020,12,67581
ZAF,2021,1,93840.1428571429
ZAF,2021,2,47759.2857142857
ZAF,2021,3,46722.7142857143
ZAF,2021,4,46200.8571428572
ZAF,2021,5,52682.8571428572
ZAF,2021,6,63590.7142857143
ZAF,2021,7,87123.7142857143
ZAF,2021,8,70034.1428571429
ZAF,2021,9,53993
ZAF,2021,10,47431
ZAF,2021,11,45899.7142857143
ZAF,2021,12,55310.7142857143
